"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,07/28/2020 08:30:00 AM,07/28/2020 10:30:00 AM,Teleconference, Portland,OR,"To adhere to the state’s social distancing requirements and to slow the spread of COVID-19, this public meeting will be conducted as a virtual meeting. Written testimony can be submitted in advance, but no later than 10:30 a.m. on the meeting day to lori.calarruda@oregon.gov. Written comments received will be distributed to the Board.

See agenda for more information.",yes,Lori Calarruda,971-671-1555,dogami-info@oregon.gov,,,,Lori Calarruda,971-673-1555,dogami-info@oregon.gov,,,,,https://www.oregongeology.org/about/govboard/boardagenda_7-28-2020.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,09/25/2020 08:30:00 AM,09/25/2020 01:45:00 PM,teleconference, Portland,OR,"Note: public portion begins at 9:35 am.

To adhere to the state’ssocial distancing requirements and to slow the spread of COVID-19, this public meeting will be conducted as a virtual meeting. Written testimony can be submitted in advance, but no later than 10:30 a.m. on the meeting day to lori.calarruda@oregon.gov. Written comments received will be distributed to the Board.

Dial: 1-253-215-8782
When prompted, enter ID number: 988 4827 9149
If prompted for a Password: 412713

See meeting agenda for more information.",yes,Lori Calarruda,971-673-1555,dogami-info@oregon.gov,,,,Lori Calarruda,971-673-1555,dogami-info@oregon.gov,,,,,https://www.oregongeology.org/about/govboard/boardagenda_9-25-2020.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Teleconference Meeting,,12/04/2020 08:30:00 AM,12/04/2020 12:30:00 PM,Teleconference, Portland,OR,"To adhere to the state’s social distancing requirements and to slow the spread of COVID-19, this public meeting will be conducted as a virtual meeting. Written testimony can be submitted in advance, but no later than 12:35 p.m. on the meeting day to lori.calarruda@oregon.gov. Written comments received will be distributed to the Board. 

To attend the teleconference:
Dial: 1-253-215-8782
When prompted, enter ID number: 924 3063 0694
If prompted for a Password: 110163


PLEASE NOTE:
AGENDA
The public portion of the Board meeting will begin at 8:30 a.m. and proceed chronologically through the agenda. Times listed on the agenda are
approximate. At the discretion of the chair, the time and order of agenda items—including addition of intermittent breaks—may change to maintain
meeting flow.

PUBLIC TESTIMONY
Only written comments will be accepted.

REASONABLE ACCOMMODATION OF DISABILITIES
Please contact us at least three business days prior to the meeting to let us know if you need reasonable accommodations. Contact the Director's Office at
(971) 673-1555 to make your request.",,Lori Calarruda,971-673-1555,lori.calarruda@oregon.gov,,,,Lori Calarruda,,lori.calarruda@oregon.gov,,,,,https://www.oregongeology.org/about/govboard/boardagenda_12-4-2020.pdf,,,,https://www.oregongeology.org/about/govboard.htm,,,,
"Geology and Mineral Industries, Oregon Department of",Technical Review Team (TRT) Wildlife Subcommittee Meeting,,02/01/2021 01:00:00 PM,02/01/2021 03:00:00 PM,video teleconference, Albany,OR,"The Technical Review Team (TRT) Wildlife Subcommittee for the Calico Resources proposed gold mine in Malheur County is scheduled to meet by video teleconference on February 1, 2021 from 1:00 pm – 3:00 pm (PST). The TRT Wildlife Subcommittee is an inter-disciplinary team of state agencies that reviews wildlife information and concerns related to a proposed mine during all phases of the application process, and ultimately develops wildlife-related consolidated permit conditions that conform to Oregon regulations.

Given COVID-19 safety restrictions, this meeting will be held remotely, and does not have in-person
access. 

The meeting will be conducted online and the public may listen/view the meeting. See agenda link for meeting information.",,MLRR Info,(541) 967-2083,mlrr.info@oregon.gov,,,,,,,,,,,https://www.oregongeology.org/mlrr/notices/20210201_TRT-WL_PublicNotice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Technical Review Team (TRT),,02/02/2021 02:00:00 PM,02/02/2021 04:00:00 PM,video teleconference, Albany,OR,"The Technical Review Team (TRT) for the Calico Resources proposed gold mine in Malheur County is
scheduled to meet by video teleconference on February 2, 2021 from 2:00 pm – 4:00 pm (PST). The TRT is
an inter-disciplinary team of state agencies that reviews information related to a proposed mine during all
phases of the application process, and ultimately develops consolidated permit conditions that conform to
Oregon regulations.

Given COVID-19 safety restrictions, this meeting will be held remotely, and does not have in-person
access. The meeting will be conducted online and the public may listen/view the meeting.

See agenda link for meeting information.",,MLRR Info,(541) 967-2083,mlrr.info@oregon.gov,,,,,,,,,,,https://www.oregongeology.org/mlrr/notices/20210202_TRT_PublicNotice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,Teleconference Meeting,03/12/2021 08:30:00 AM,03/12/2021 12:00:00 PM,Teleconference meeting, Portland,OR,"To adhere to the state’ssocial distancing requirements and to slow the spread of COVID-19, this public meeting will be conducted as a virtual meeting. Written testimony can be submitted in advance, but no later than 11:50 a.m. on the meeting day to lori.calarruda@oregon.gov. Written comments received will be distributed to the Board.
Dial: 1-253-215-8782
When prompted, enter ID number: 926 1229 9019
If prompted for a Password: 172718

AGENDA
The public portion of the Board meeting will begin at 8:30 a.m. and proceed chronologically through the agenda. Times listed on the agenda are approximate. At the discretion of the Chair, the time and order of agenda items—including addition of intermittent breaks—may change to maintain meeting flow.

PUBLIC TESTIMONY
Only written comments will be accepted. 
",yes,Lori Calarruda,971-673-1555,lori.calarruda@oregon.gov,,,,Lori Calarruda,971-673-1555,lori.calarruda@oregon.gov,,,,,,,,,https://www.oregongeology.org/about/govboard.htm,,,,
"Geology and Mineral Industries, Oregon Department of",Rulemaking Public Hearing HB 2202 (2013),Rule hearing on proposed rules for Aggregate mining on high value farmland in the Willamette Valley,05/17/2021 03:30:00 PM,05/17/2021 05:00:00 PM,Virtual Meeting,Albany,OR,"To adhere to the state social distancing requirements and to slow the spread of COVID-19, this public meeting will be conducted as a virtual meeting. To participate in the Public Hearing please contact Becky Johnson at (541) 967-2083 or mlrr.info@oregon.gov. Written comments on the proposed rule and related rule amendments can be submitted directly to DOGAMI’s Rules Coordinator, Vaughn Balzer, at mlrr.info@Oregon.gov 
More information can be found on our web page: https://www.oregongeology.org/",yes,Vaughn Balzer,541-231-8368,mlrr.info@oregon.gov,,,,Lori Calarruda,971-673-1555,lori.calarruda@oregon.gov,,,Contact Becky Johnson at (541) 967-2083 or mlrr.info@oregon.gov for web meeting information.,Contact Becky Johnson at (541) 967-2083 or mlrr.info@oregon.gov for web meeting information.,,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,Teleconference Public Meeting,06/25/2021 08:30:00 AM,06/25/2021 01:30:00 PM,Teleconference Public Meeting, Portland,OR,"To adhere to the state’s social distancing requirements and to slow the spread of COVID-19, this public meeting will be conducted as a virtual meeting. Written testimony can be submitted in advance, but no later than 1:30 p.m. on the meeting day to lori.calarruda@oregon.gov. Written comments received will be distributed to the Board.

Dial: 1-253-215-8782
When prompted, enter ID number: 931 9765 9491
If prompted for a Password: 226786

AGENDA
The public portion of the Board meeting will begin at 8:30 a.m. and proceed chronologically through the agenda. Times listed on the agenda are approximate. At the discretion of the Chair, the time and order of agenda items—including addition of intermittent breaks—may change to maintain meeting flow.

PUBLIC TESTIMONY
Only written comments will be accepted.

REASONABLE ACCOMMODATION OF DISABILITIES
Please contact us at least three business days prior to the meeting to let us know if you need reasonable accommodations. Contact the Director's Office at
(971) 673-1555 to make your request.
",Only written comments will be accepted.,Lori Calarruda,971-671-1555,dogami-info@oregon.gov,,,,Lori Calarruda,971-671-1555,dogami-info@oregon.gov,,,,,https://www.oregongeology.org/about/govboard/boardagenda_6-25-2021.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,08/19/2021 03:30:00 PM,08/19/2021 05:00:00 PM,"Portland, OR",Portland,OR,"PORTLAND, Ore. - The Governing Board of the Oregon Department of Geology and Mineral Industries (DOGAMI) will meet in Executive Session on Thursday, August 19 at 3:30 p.m. to 5:00 p.m. If a member
of the media would like to attend, please reach out to Lori Calarruda to make prior arrangements. To adhere to the state’s social distancing requirements and to slow the spread of COVID-19, this public
meeting will be conducted as a virtual meeting.

The meeting agenda is available at https://www.oregongeology.org.

The DOGAMI Governing Board sets policy and oversees general operations, and adopts a strategic plan every six years. The Board meets at least quarterly. As active members of their communities, Board members provide an important connection between Oregonians and DOGAMI's mission of providing earth science information and regulation to make Oregon safe and prosperous.",,Lori Calarruda,971-940-4851,dogami-info@oregon.gov,,,,,,,,,,,,,,,,Board_agenda_8_19_2021 - Final.pdf (https://data.oregon.gov/views/gs36-7t8m/files/d6582c3f-3b8b-4f34-9959-8b5af5d31388?download=true&filename=Board_agenda_8_19_2021%20-%20Final.pdf),,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,09/17/2021 08:30:00 AM,09/17/2021 11:45:00 AM,"Portland, OR",PORTLAND,OR,"DOGAMI Governing Board to meet September 17

PORTLAND, Ore. - The Governing Board of the Oregon Department of Geology and Mineral Industries (DOGAMI) will meet on Friday, September 17 at 8:30 a.m. to 11:50 a.m. To adhere to the state’s social distancing requirements and to slow the spread of COVID-19, this public meeting will be conducted as a virtual meeting.

The meeting agenda is available at https://www.oregongeology.org/about/govboard/Board_agenda_9_17_2021.pdf

The DOGAMI Governing Board sets policy and oversees general operations, and adopts a strategic plan every six years. The Board meets at least quarterly. As active members of their communities, Board members provide an important connection between Oregonians and DOGAMI's mission of providing earth science information and regulation to make Oregon safe and prosperous.
",,Lori Calarruda,971-940-4851,lori.calarruda@oregon.gov,,,,,,,,,,,,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,03/04/2022 08:30:00 AM,03/04/2022 11:45:00 AM,Online,Portland,OR,,,Lori Calarruda,,lori.calarruda@dogami.oregon.gov,,,,,,,,,,,,,,,,boardagenda_03_04_2022.pdf (https://data.oregon.gov/views/gs36-7t8m/files/c2891ee1-0023-4b2d-8486-73c21a7186a7?download=true&filename=boardagenda_03_04_2022.pdf),,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,12/10/2021 08:30:00 AM,12/10/2021 04:30:00 PM,Online meeting, Portland,OR,,,Lori Calarruda,9719404851,lori.calarruda@dogami.oregon.gov,,,,,,,,,,,,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,12/10/2021 08:30:00 AM,12/10/2021 03:30:00 PM,Online meeting,PORTLAND,OR,,,Lori Calarruda,,lori.calarruda@dogami.oregon.gov,,,,,,,,,,,,,,,https://www.oregongeology.org/about/govboard/DOGAMIGoverningBoardtomeetDecember10_11.24.21.pdf,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources Technical Review Team (TRT) Water Resources Subcommittee Meeting,,05/25/2022 02:00:00 PM,05/25/2022 04:00:00 PM,Online,Portland,OR,"State agencies will meet by teleconference May 25 on a proposed chemical process gold mine in Malheur County.  

The Technical Review Team (TRT) Water Resources Subcommittee will meet by teleconference on Wednesday May 25, 2022 from 2:00 p.m. to 4 p.m. PST.  

The public notices and related documents are available at: https://www.oregongeology.org/mlrr/chemicalprocess_Calico-GrassyMtn.htm ",,Alex Lopez,(971) 673-1535 ,alex.lopez@dogami.oregon.gov,,,,,,,true,,,,,,,,,20220525_TRT-WR_PublicNotice_CORRECTED_FINAL.pdf (https://data.oregon.gov/views/gs36-7t8m/files/fef8f0eb-a587-45d9-87db-792877228558?download=true&filename=20220525_TRT-WR_PublicNotice_CORRECTED_FINAL.pdf),,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,06/16/2022 08:30:00 AM,06/17/2022 01:00:00 PM,Online,Portland,OR,,,Lori Calarruda,(971) 673-1537 ,lori.calarruda@dogami.oregon.gov,,,,,,,,,,,,,,,,boardagenda_06_16_2022.pdf (https://data.oregon.gov/views/gs36-7t8m/files/16cdc814-534c-4680-9e08-26e05394666a?download=true&filename=boardagenda_06_16_2022.pdf),,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources Technical Review Team (TRT) Meeting,,06/30/2022 01:30:00 PM,06/30/2022 03:30:00 PM,Online,Portland,OR,"State agencies will meet by teleconference June 30 on a proposed chemical process gold mine in Malheur County. 

The Technical Review Team (TRT) will meet by teleconference on Thursday June 30, 2022 from 1:30 p.m. to 3:30 p.m. PST. 

The public notice and related documents are available at: https://www.oregongeology.org/mlrr/chemicalprocess_Calico-GrassyMtn.htm 

The public and media can listen to the meetings by joining the Zoom Meeting online, or by phone. For online meeting details and call-in instructions, see the meeting agenda in the public notice. For further information, contact the DOGAMI Albany office at (541) 967-2083 or email: information.grassymtn@dogami.oregon.gov

The TRT is an inter-disciplinary team of state agencies that reviews information and concerns related to a proposed mine during all phases of the application process, and ultimately develops consolidated permit conditions that conform to Oregon regulations. ",,Alex Lopez,(971) 673-1535 ,alex.lopez@dogami.oregon.gov,,,,,,,true,,,,https://www.oregongeology.org/mlrr/notices/20220630_TRT_PublicNotice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of","State agencies to meet June 30, 2022 at Technical Review Team Geochemistry Subcommittee meeting on proposed gold mine in Malheur County ",,06/30/2022 10:00:00 AM,06/30/2022 12:00:00 PM,Online,Portland,OR,"State agencies will meet by teleconference June 30 on a proposed chemical process gold mine in Malheur County.

The Technical Review Team (TRT) Geochemistry Subcommittee will meet by teleconference on Thursday June 30, 2022 from 10:00 a.m. to 12:00 p.m. PST.  

The public notice and related documents are available at: https://www.oregongeology.org/mlrr/chemicalprocess_Calico-GrassyMtn.htm  

The public and media can listen to the meeting by joining the Zoom Meeting online, or by phone. For online meeting details and call-in instructions, see the meeting agenda in the public notice. For further information, contact the DOGAMI Albany office at (541) 967-2083 or email: information.grassymtn@dogami.oregon.gov.  

The TRT Geochemistry Subcommittee is an inter-disciplinary team of state agencies that reviews geochemistry information and concerns related to a proposed mine during all phases of the application process, and ultimately develops geochemistry-related consolidated permit conditions that conform to Oregon regulations. ",https://www.oregongeology.org/mlrr/noi/Calico/responseDocs/20220630_TRT_Geochem_PublicCommForm_FINAL.pdf,Alex Lopez,(971) 673-1535 ,alex.lopez@dogami.oregon.gov,,,,,,,true,,,,https://www.oregongeology.org/mlrr/notices/20220630_TRT_Geochem_PublicNotice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board to conduct special meeting on July 13,,07/13/2022 03:00:00 PM,07/13/2022 04:15:00 PM,Teleconference,Portland,OR,"The Governing Board of the Oregon Department of Geology and Mineral Industries (DOGAMI) will meet in a special session on Wednesday, July 13, to review and approve the Agency Request Budget. This public meeting will be conducted via teleconference from 3:00 p.m. to 4:15 p.m. ",Yes,Alex Lopez,(971) 673-1535 ,alex.lopez@dogami.oregon.gov,,,,,,,,,,,https://www.oregongeology.org/about/govboard/boardagenda_7_13_2022.pdf,,,,,,,,
