"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Psychologists Examiners Board,Regular Board Meeting,Meeting of the Board of Psychologist Examiners,07/22/2016 09:00:00 AM,07/22/2016 04:00:00 PM,3218 Pringle Rd. SE, Salem,OR,,Yes. During Public Session,Ashlie Rios,503-373-1146,ashlie.rios@state.or.us,,http://www.oregon.gov/obpe/docs/DirectionsOBPE.pdf,http://www.oregon.gov/OBPE/Board_Meetings/CALENDAR.pdf,LaRee' Felton,503-373-1196,laree.felton@state.or.us,,,,,http://www.oregon.gov/obpe/Pages/Minutes.aspx,,,,http://www.oregon.gov/obpe/Pages/Minutes.aspx,Meeting_Notice_7-22-16.pdf (https://data.oregon.gov/views/gs36-7t8m/files/dae5ea57-61e9-409f-89a8-ac7a2b15359d?download=true&filename=Meeting_Notice_7-22-16.pdf),,,
"Innovation Council, Oregon",Oregon InC Meeting,,07/22/2016 09:00:00 AM,07/22/2016 12:00:00 PM,"Food Innovation Center 1207 NW Naito Parkway, Suite 154", Portland,OR,,Yes,Heather Stafford,503-319-4839,heather.stafford@oregon.gov,,,,,,,,,,,http://www.oregon4biz.com/Innovate-&-Create/Oregon-InC/Meetings/,,,,http://www.oregon4biz.com/Innovate-&-Create/Oregon-InC/Meetings/,,,,
"Medical Imaging, Board of",Regular Quarterly Meeting,,07/22/2016 08:30:00 AM,07/22/2016 04:30:00 PM,"Room 1-D, 800 NE Oregon Street", Portland,OR,,yes,Ed Conlow,971-673-0216,ed.conlow@state.or.us,,,,Ed Conlow,971-673-0216,ed.conlow@state.or.us,,,,,http://www.oregon.gov/OBMI/docs/BoardAgenda_07.22.2016.pdf (http://www.oregon.gov/OBMI/docs/BoardAgenda_07.22.2016.pdf%20),,,,,,,,
Douglas ESD,Board of Directors Organizational Meeting,,07/21/2016 06:30:00 PM,07/21/2016 08:30:00 PM,1871 NE Stephens Street,Roseburg,OR,,,Heidi Larson,,heidi.larson@desd.k12.or.us,,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",Public Health Advisory Board,,07/21/2016 02:30:00 PM,07/21/2016 05:30:00 PM,"Portland State Office Building (PSOB), 800 NE Oregon St., Room 1E (first floor)", Portland,OR,"What: The monthly public meeting of the Public Health Advisory Board

Agenda: Public health modernization updates; Public Health Advisory Board Incentives and Funding Subcommittee report; public health modernization economic and health outcome report; and review and discuss Oregon’s State Health Improvement Plan.

When: Thursday, July 21, 2:30-5:30 p.m. A 15-minute public comment period is scheduled at 5:15 pm; comments may be limited to three minutes.

Where: Portland State Office Building, Room 1E, 800 NE Oregon St., Portland. The meeting will also be live-streamed through the Public Health Advisory Board website at http://www.healthoregon.org/phab.

Oregon’s Public Health Advisory Board provides guidance for Oregon’s governmental public health system and oversees the implementation of public health modernization and Oregon’s State Health Improvement Plan.

Program contact: Cara Biddlecom, 971-673-2284; cara.m.biddlecom@state.or.us

# # #
",Yes,Cara Biddlecom,971-673-2284,cara.m.biddlecom@state.or.us,,,,,,,true,http://www.healthoregon.org/phab,,,http://public.health.oregon.gov/About/Documents/phab/agenda-2016-july.pdf,,,,http://www.healthoregon.org/phab,,,,
Governor's Office,Task Force on Legal Representation in Childhood Dependency- Meeting #10,Implementation,07/21/2016 01:30:00 PM,07/21/2016 04:30:00 PM,Telephonic,Telephonic,OR,,Yes,Adrian (Addie) Smith,971-273-8570,adrian.smith@oregon.gov,,,,Adrian (Addie) Smith,971-273-8570,adrian.smith@oregon.gov,,,641-715-3580,933-068,,,,,http://www.oregon.gov/gov/policy/Documents/LRCD/Meeting10_072116/Meeting_Recording/meeting_discussion_notes.pdf,C:\Users\installer\Desktop\FINAL Agenda Task Force on Representation Meeting 10.docx (https://data.oregon.gov/views/gs36-7t8m/files/1f4f340c-81ec-4f6c-a55c-f3c7d32a26be?download=true&filename=C:\Users\installer\Desktop\FINAL%20Agenda%20Task%20Force%20on%20Representation%20Meeting%2010.docx),,,
Early Learning Council,"Measuring Success Committee July 21, 2016 Meeting",,07/21/2016 01:00:00 PM,07/21/2016 03:00:00 PM,3030 SW Moody Ave - Room MDY 250C & 250 D, Portland,OR,"Thu, Jul 21, 2016 1:00 PM - 3:00 PM Pacific Daylight Time
Please join my meeting from your computer, tablet or smartphone.
https://global.gotomeeting.com/join/974808917 

You can also dial in using your phone. 
United States (Toll-free): 1 866 899 4679

Access Code: 974-808-917
",yes,Linda P Jones,,linda.p.jones@state.or.us,,,,,,,,,,,,,,,,,,,
Early Learning Council,"Best Beginnings July 21, 2016 Meeting",,07/21/2016 01:00:00 PM,07/21/2016 04:00:00 PM,"OCDC - 9140 W Pioneer Ct, Training Room", Wilsonville,OR,,yes,Linda Jones,,linda.p.jones@state.or.us,,,,,,,,,,,,,,,,"July 21, 2016_BB Agenda_DRAFT.doc (https://data.oregon.gov/views/gs36-7t8m/files/504b868b-1d5f-45fb-b66b-6817cd54f423?download=true&filename=July%2021,%202016_BB%20Agenda_DRAFT.doc)",,,
"Health Authority, Oregon",Oregon State Hospital Advisory Board,,07/21/2016 01:00:00 PM,07/21/2016 05:00:00 PM,"Callan Conference Room, Kirkbride Building, third floor, Oregon State Hospital, 2600 Center Street NE",Salem,OR,"What: Public meeting of the Oregon State Hospital Advisory Board

When: Thursday, July 21, 1-5 p.m.

Where: Callan Conference Room, Kirkbride Building, third floor, Oregon State Hospital, 2600 Center Street NE. The public also can attend via toll-free conference line at 1-877-848-7030, participant code 297588.

Agenda: Background check policy for visiting family and friends; peer services; status of superintendent recruitment; Senate Bill 469 on mandatory overtime; board membership and attendance; retreat plans; superintendent’s update; public comments

Details: The Oregon State Hospital Advisory Board advises the superintendent, agency director and legislators on issues related to the safety, security and care of patients. Members include consumers, providers, advocates, legislators, community members, consumer families and OSH union members. 

The meeting site is accessible to people with disabilities. To request alternate formats, sign language interpreters, physical accessibility, or other reasonable accommodations, call the Oregon Health Authority at 1-800-282-8096 at least 48 hours before the meeting.

For more information, see the board’s website at http://www.oregon.gov/oha/osh/Pages/advisory-board.aspx.
 
# # #

",Yes,Jacee Vangestel,503-945-2852,jacee.m.vangestel@state.or.us,,,,,,,,,1-877-848-7030,297588#,http://www.oregon.gov/oha/osh/OSHAdvisoryBoardMeetingDocs/07-21-16%20Agenda%20-%20OSH%20Advisory%20Board.pdf,,,,http://www.oregon.gov/oha/osh/Pages/advisory-board.aspx,,,,
Human Services Department,Governor's Commission on Senior Services Outreach Meeting,,07/21/2016 12:15:00 PM,07/21/2016 02:00:00 PM,Pendleton Senior Center 510 SW 10th St, Pendleton,OR,This is a meet and greet format. Please come out to the meet the commissioners and share you thoughts on seniors issues. ,Yes,Rebecca Arce,503-947-5019,rebecca.e.arce@state.or.us,,,,Kelsey Gleeson,,Kelsey.Gleeson@state.or.us,,,,,,,,,,,,,
Medical Assistance Program Administration,Contracts and Compliance,Quarterly Meeting,07/21/2016 09:00:00 AM,07/21/2016 10:00:00 AM,"500 Summer St, Conference Room 137 C+D", Salem,OR,,Yes,Michelle Benson,,michelle.m.benson@state.or.us,,,,,,,,,888-278-0296,310477,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-Contracts-and-Compliance.aspx,,,,
"Liquor Control Commission, Oregon",Commission Meeting,,07/21/2016 09:00:00 AM,07/22/2016 04:00:00 PM,"OLCC Main Office, 9079 SE McLoughlin Blvd", Portland,OR,,,Laura Paul,503-872-5006,laura.paul@oregon.gov,,,,,,,,,,,http://www.oregon.gov/OLCC/pages/public_meetings.aspx#Commission_Meetings,,,,http://www.oregon.gov/OLCC/pages/public_meetings.aspx#Commission_Meetings,,,,
Chiropractic Examiners Board,Regular Bi-Monthly Board Meeting,,07/21/2016 08:30:00 AM,07/21/2016 03:00:00 PM,"Morrow Crane Building, 2nd Floor Large Conf Room, 3218 Pringle Rd SE", Salem,OR,2nd Floor (Entry floor) Large Conference Room ,Yes,"Cassandra Skinner JD, Executive Director",503-373-1620,cass.skinner@oregon.gov,,,,,,,,,1-888-273-3658,103386,,,,,,OBCE DRAFT July 2016 Meeting Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/91ac85cb-7c5d-46c4-9393-f0766bc157ce?download=true&filename=OBCE%20DRAFT%20July%202016%20Meeting%20Agenda.pdf),,,
"Counselors and Therapists, Board of Licensed Professional",OBLPCT Consumer Protection Committee,OBLPCT Consumer Protection Committee,07/21/2016 08:00:00 AM,07/21/2016 09:00:00 AM,"3218 Pringle Road SE, First Floor Small Conference Room", Salem,OR,,,Lonnie Knotts,(503) 373-2220,lonnie.p.knotts@state.or.us,,,,,,,,,,,http://www.oregon.gov/oblpct/Board_Meetings/Meeting_Notice_CPC_7-21-16.pdf,,,,,,,,
Land Conservation & Development Department,Land Conservation and Development Commission (LCDC),,07/21/2016 08:00:00 AM,07/22/2016 05:00:00 PM,"Port of Morrow/Riverfront Center - Riverfront Room, 2 Marine Drive", Boardman,OR,,Yes,Amie Abbott,503-934-0045,amie.abbott@state.or.us,,http://www.portofmorrow.com/contact.htm,,Amie Abbott,503-934-0045,amie.abbott@state.or.us,,,,,,,,,http://www.oregon.gov/LCD/Pages/meetings.aspx#LCDC,,,,
Columbia Gorge ESD,Board of Directors Meeting,Board Meeting,07/20/2016 07:00:00 PM,07/20/2016 08:00:00 PM,"400 East Scenic Drive, Room 2.221", The Dalles,OR,Organizational board meeting,Yes,Mary Bowen,541-298-5155,mbowen@cgesd.k12.or.us,,,,Mary Bowen,541-298-5155,mbowen@cgesd.k12.or.us,,,,,http://www.cgesd.k12.or.us/cms/lib07/OR01915656/Centricity/Domain/13/July%202016%20Agenda.pdf,,,,http://www.cgesd.k12.or.us/cms/lib07/OR01915656/Centricity/Domain/13/July%202016%20Minutes.pdf,July 2016 Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/7faf1944-90dc-4a93-9fa5-afb006c69d5e?download=true&filename=July%202016%20Agenda.pdf),,,
Medical Assistance Program Administration,CMS State Alignment,Quarterly Meeting,07/20/2016 03:00:00 PM,07/20/2016 05:00:00 PM,"500 Summer St NE, Conference Room 473",Salem ,OR,,Yes,Michelle Benson,,michelle.m.benson@state.or.us,,,,,,,,,888-278-0296,310477,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-CMS-State-Alignment.aspx,,,,
Housing/Community Services Department,Oregon Affordable Housing Assistance Corporation,Regularly Scheduled Meeting,07/20/2016 03:00:00 PM,07/20/2016 04:00:00 PM,"725 Summer St NE, Suite B, Conference room 322",Salem,OR,"Purpose: To discuss general business matters, program updates, and to take any action related thereto or take such other action that the Board of Directors of the Corporation deem appropriate.
AGENDA:
Call to Order
Program Updates
Public Comment
Omnibus Resolution
Adjourn",,Greg Current,503-986-6771,greg.current@oregon.gov,,,,,,,,,,,,,,,,07_20_2016_OAHAC_Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/080236ca-a8a0-4e5b-88cc-c18aa0837a4c?download=true&filename=07_20_2016_OAHAC_Agenda.pdf),,,
Medical Assistance Program Administration,Member Engagement Outreach and Communications,Quarterly Meeting,07/20/2016 01:30:00 PM,07/20/2016 03:00:00 PM,"500 Summer St NE, Conference Room 473", Salem,OR,,Yes,Michelle M Benson,,michelle.m.benson@state.or.us,,,,,,,,,888-278-0296,310477,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-Member-Engagement-and-Outreach.aspx,,,,
"Health Authority, Oregon",Administrative rule hearing: re CAREAssist,"Public hearing for rulemaking regarding rules related to the Ryan White Part B, AIDS Drug Assistance Program.",07/20/2016 01:00:00 PM,07/20/2016 01:00:00 PM,"800 NE Oregon Street, Conference room 612", Portland,OR,"To take public comment regarding proposed changes related to the Ryan White Part B, AIDS Drug Assistance Program.

Proposed rules can be found at: www.healthoregon.org/careassist
","Yes and written comment will be accepted until 5pm July 22, 2016",Tracy Candela,971-673-0561,tracy.candela@state.or.us,,,,,,,,,,,,,,,,,,,
"Asian and Pacific Islander Affairs, Commission on",Regular Meeting,Regular Meeting,07/20/2016 09:30:00 AM,07/20/2016 12:00:00 PM,"Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224", Tigard,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCAPIA/Pages/calendar_of_events.aspx,,,,
"Forestry, State Board of",Board of Forestry,,07/20/2016 09:00:00 AM,07/20/2016 04:00:00 PM,"Oregon Department of Forestry, 2600 State Street", Salem,OR,"Building C, Tillamook Room",,Tara Sell,,tara.l.sell@oregon.gov,,,,,,,,,,,,,,,http://www.oregon.gov/ODF/Board/Pages/AboutBOF.aspx,,,,
Accountancy State Board,Qualifications Committee,,07/20/2016 09:00:00 AM,07/19/2016 12:00:00 PM,3218 Pringle Rd SE, Salem,OR,,,Julie Nadeau,,julie.nadeau@oregon.gov,,,,,,,,,,,,,,,,,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) quarterly meeting ,,07/20/2016 09:00:00 AM,07/20/2016 12:00:00 PM,"Portland State Office Building, Room 1-B, 800 NE Oregon St.", Portland,OR,,Yes,Theodore Bunch Jr. ,503-986-6470,tbunch@oda.state.or.us,,,,,,,,,,,,,,,,,,,
Transportation Department,Winter Recreation Advisory Committee,,07/20/2016 08:30:00 AM,07/20/2016 09:00:00 AM,455 Airport Road Building K,Salem,OR,The WRAC meets throughout the year to advise the Department of Transportation on matters related to the winter recreation parking (Sno-Park) program.,,Karen Morrison,,karen.j.morrison@odot.state.or.us,,,,,,,,,,,,,,,,,,,
Medical Assistance Program Administration,All Plan System Technical,Monthly Meeting,07/20/2016 08:00:00 AM,07/20/2016 11:00:00 AM,"500 Summer St NE, Conference Room 137 C+D", Salem,OR,,Yes,Michelle Benson,,michelle.m.benson@state.or.us,,,,,,,,,888-278-0296,310477,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-System-Technical.aspx,,,,
High Desert ESD,Board of Directors Meeting,,07/19/2016 05:30:00 PM,07/19/2016 07:30:00 PM,Skyliner Lodge - 16125 Skyliners Road, Redmond,OR,,,Shelley Knutz,541.693.5608,shelley.knutz@hdesd.org,,,,,,,,,,,,,,,http://www.hdesd.org/about/board/meeting-agendas-and-minutes/,,,,
Secretary of State,Explanatory Statement Meeting,second meeting for selecting a 5th member,07/19/2016 04:15:00 PM,07/19/2016 06:00:00 PM,"Hearing Rm 170, State Capitol Bldg, 700 Court St NE", Salem,OR,,No,Ashley Clark,503-986-1504,ashley.clark@state.or.us,,,,,,,,,,,,,,,,ESC Agenda 2.pdf (https://data.oregon.gov/views/gs36-7t8m/files/faf00c20-2497-41f8-a213-c6bcbf0affa9?download=true&filename=ESC%20Agenda%202.pdf),,,
Secretary of State,Financial Estimate Committee Meeting - CANCELLED,Additional drafting & potential vote on financial impact statements,07/19/2016 02:30:00 PM,07/19/2016 04:30:00 PM,"Hearing Room 170, State Capitol Bldg, 900 Court St NE", Salem,OR,,,Jan Flowers,,janet.flowers@state.or.us,,,,,,,true,https://www.oregonlegislature.gov/citizen_engagement/Pages/NonLegislative_Video.aspx,,,,,,,,FEC Agenda 2.pdf (https://data.oregon.gov/views/gs36-7t8m/files/3d7e8d54-0be1-46c6-960c-f58526c6eba0?download=true&filename=FEC%20Agenda%202.pdf),,,
Public Utility Commission,Special Public Meeting - Admin Issues,Approval of Agency Budget,07/19/2016 01:30:00 PM,07/19/2016 02:30:00 PM,"201 High Street SE, Commission Conference Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,,,SPM Agenda admin issues 07192016.docx (https://data.oregon.gov/views/gs36-7t8m/files/2e3646ea-734d-4a52-9bea-7de31c2314ed?download=true&filename=SPM%20Agenda%20admin%20issues%2007192016.docx),,,
"Health Authority, Oregon",Administrative Rule Hearing Re: Disease Reporting,New definitions and new disease reporting requirements,07/19/2016 01:00:00 PM,07/19/2016 01:00:00 PM,"Portland State Office Building, 800 NE Oregon Street, Conference room 1D", Portland,OR,,"Public comment closes on July  22, 2016 at 5pm",Tracy Candela ,971-673-0561,trec79@gmail.com,,,,,,,,,,,,,,,,,,,
"Counselors and Therapists, Board of Licensed Professional",OBLPCT Rules Advisory Meeting,OBLPCT Rules Advisory Meeting,07/19/2016 01:00:00 PM,07/19/2016 04:00:00 PM,"PSU, Fourth Avenue Building, 1900SW Fourth Ave., Rm 205",Portland,OR,,,Lonnie Knotts,(503) 373-2220,lonnie.p.knotts@state.or.us,,,,,,,,,,,http://www.oregon.gov/oblpct/Board_Meetings/Meeting_Notice_RAC_7-19-16.pdf,,,,,,,,
Public Utility Commission,Public Meeting,,07/19/2016 09:30:00 AM,07/19/2016 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,http://oregonpuc.granicus.com/GeneratedAgendaViewer.php?view_id=1&event_id=81,,,,https://docs.google.com/gview?url=https%3A%2F%2Foregonpuc.granicus.com%2FDocumentViewer.php%3Ffile%3Doregonpuc_dc4acac37428e1921e7443f77d7ff703.pdf%26view%3D1&embedded=true,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan - July / August Board Meeting,,07/19/2016 09:00:00 AM,07/19/2016 11:30:00 AM,PERS Headquarters - 11410 SW 68th Parkway,Tigard,OR,,Yes,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/treasury/ORSP/pages/default.aspx,ORSP Agenda 07-19-16.pdf (https://data.oregon.gov/views/gs36-7t8m/files/27d03a72-46c7-4dd4-9374-29f522e1c61a?download=true&filename=ORSP%20Agenda%2007-19-16.pdf),,,
Early Learning Council,Equity Implementation Committee of the ELC,,07/19/2016 09:00:00 AM,07/19/2016 11:00:00 AM,"421 SW Oak St, Suite 775", Portland,OR,Very Limited Seating,,Teresa Waite,,teresa.n.waite@state.or.us,,,,Same as Meeting Contact,,,,,1-866-899-4679,464-611-333,https://oregonearlylearning.com/public-meetings/equity-implementation-committee/,,,,,,,,
Water Resources Department,Task Force on Drought Emergency Response,,07/19/2016 08:00:00 AM,07/19/2016 05:00:00 AM,Department of State Lands, Salem,OR,,,Lanaya Blakely,503-986-0888,lanaya.f.blakely@wrd.state.or.us,,,,,,,,,,,,,,,,C:\Users\smithcs\Desktop\Agenda Meeting 7.19.16.pdf (https://data.oregon.gov/views/gs36-7t8m/files/74731102-486c-4bdb-8d72-610d54498af1?download=true&filename=C:\Users\smithcs\Desktop\Agenda%20Meeting%207.19.16.pdf),,,
"Counselors and Therapists, Board of Licensed Professional",OBLPCT Law and Rules Committee,OBLPCT Law and Rules Committee,07/18/2016 02:00:00 PM,07/18/2016 03:00:00 PM,"3218 Pringle Road SE, Suite 250", Salem,OR,,,Lonnie Knotts,(503) 373-2220,lonnie.p.knotts@state.or.us,,,,,,,,,,,http://www.oregon.gov/oblpct/Board_Meetings/Meeting_Notice_LRC_7-18-16.pdf,,,,,,,,
Independent Living Council,State Plan Consultation Work Group,Procurement Planning,07/18/2016 01:30:00 PM,07/18/2016 02:30:00 PM,500 Summer St NE, Salem,OR,Please contact us for details on specific meeting room and parking. ,No,Shelly Emery,503-945-6204,shelly.emery@state.or.us,,"https://www.google.com/maps/place/500+Summer+St+NE,+Salem,+OR+97301/@44.9427218,-123.0295127,374m/data=!3m2!1e3!4b1!4m5!3m4!1s0x54bfff103abbee0d:0x18f935b5c0c86a9a!8m2!3d44.942718!4d-123.027324",,Shelly Emery,503-945-6204,shelly.emery@state.or.us,,,,,,,,,,,,,
Citizens’ Initiative Review Commission ,Independent Expert Selection Sub-Committee,,07/18/2016 01:00:00 PM,07/18/2016 02:30:00 PM,506 SW Mill St. URB 720, Portland,OR,Sub-Committee will meet to discuss recommendations for experts independent of campaigns (proponents or opponents) of the Commission's selected measure for the 2016 Citizens' Initiative Review process.  Sub-Committee will provide recommendations to full Commission August 8. ,,Sarah Giles,,info@circommission.org,,,,,,,,,,,,,,,,,,,
Agriculture Department,Blackleg Public Hearing,"Amendments clarify definitions, require seed testing only, and change enforcement to Public Nuisance process.",07/18/2016 01:00:00 PM,07/18/2016 02:00:00 PM,"Oregon Department of Agriculture, Hawthorne Facility, 151 Hawthorne", Salem,OR,,"Written comments may be submitted until July 22, 2016.",Nancy K Osterbauer,503-986-4666,nosterbauer@oda.state.or.us,,,,,,,,,,,,,,,,BlacklegPublicHearing.pdf (https://data.oregon.gov/views/gs36-7t8m/files/d320a1e7-2fc6-463c-89bc-9399d3a41d43?download=true&filename=BlacklegPublicHearing.pdf),,,
"Health Licensing Agency, Oregon",Board of Body Art Practitioners,,07/18/2016 10:00:00 AM,07/18/2016 10:00:00 AM,700 Summer St. Salem OR 97301, Salem,OR,,,Maria Gutierrez,,maria.s.gutierrez@state.or.us,,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",HCI Education and Training Committee Meeting,This Committee advises the state on education and training for the qualification and certification of health care interpreters in Oregon,07/18/2016 09:00:00 AM,07/18/2016 10:30:00 AM,"Transformation Center Training Room, 421 SW Oak Street. Suite 775",Portland,OR,,Yes,Kweku Wilson,971-673-3328,kweku.wilson@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/595848261,1-888-251-2909,301558,,,,,https://global.gotomeeting.com/join/595848261,I:\OEI Shared\OEI Committees\Oregon Council on Health Care Interpreters\Oregon Council on Health Care Interpreters\Council Committees\Education and Training Committee\2016-07-18\2016-07-18 AGENDA and Minutes for Education and Training Committee.pdf (https://data.oregon.gov/views/gs36-7t8m/files/166db4bc-68fb-4579-b6eb-cc220f9162e4?download=true&filename=I:\OEI%20Shared\OEI%20Committees\Oregon%20Council%20on%20Health%20Care%20Interpreters\Oregon%20Council%20on%20Health%20Care%20Interpreters\Council%20Committees\Education%20and%20Training%20Committee\2016-07-18\2016-07-18%20AGENDA%20and%20Minutes%20for%20Education%20and%20Training%20Committee.pdf),,,
Secretary of State,Explanatory Statement Committee Meetings,Fifth member selection meetings for all referrals and initiatives,07/18/2016 09:00:00 AM,07/18/2016 02:00:00 PM,"Hrg Rms 170 or 174, State Capitol Bldg, 900 Court St NE", Salem,OR,"Meetings for:
Referral 401
Referral 404
IP 28
IP 49
IP 50
IP 65
IP 67
IP 68",No,Jan Flowers,503-986-1518,janet.flowers@state.or.us,,,http://sos.oregon.gov/elections/Pages/committee-meetings.aspx,,,,,,,,http://sos.oregon.gov/elections/Documents/ESFI/esc-agenda.pdf,,,,https://www.oregonlegislature.gov/citizen_engagement/Pages/NonLegislative_Video.aspx,ESC Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/69cc06c6-3575-423f-8158-8b537e2f44b3?download=true&filename=ESC%20Agenda.pdf),,,
"Massage Therapists, Board of","OBMT July 18, 2016  Board Meeting",,07/18/2016 09:00:00 AM,07/18/2016 04:00:00 PM,728 Hawthorne Ave NE , Salem,OR,,,Ekaette Udosenata,5033658657,ekaette.udosenata@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/OBMT/Meetings/July_18_2016_APPROVED_Minutes.pdf,,,,
Oregon Growth Board,Oregon Growth Board Meeting,,07/18/2016 01:00:00 AM,07/18/2016 04:00:00 AM,"Zapproved, Inc. Offices, 1414 NW Northrup St #700", Portland,OR,,yes,Nate Wildfire,503-349-5342,nate.wildfire@oregon.gov,,,,,,,,,,,http://www.oregongrowthboard.com/Meetings/,,,,http://www.oregongrowthboard.com/Meetings/,,,,
Landscape Architect Board,Special Teleconference Meeting,,07/15/2016 12:30:00 PM,07/15/2016 01:00:00 PM,"Association Center, 707 13th St. SE, Suite 114",Salem,OR,,yes,Christine Valentine,503-589-0093,oslab.info@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/landarch/Pages/minutes.aspx,,,,
"Women, Commission for",Regular Meeting,Regular Meeting,07/15/2016 12:00:00 PM,07/15/2016 03:00:00 PM,"State Office Building, 800 NE Oregon St., Room 612, ZIP 97232", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/women/Pages/meetingsandevents.aspx,,,,
"Social Workers, Board of Licensed",Full Board Meeting,,07/15/2016 10:45:00 AM,07/15/2016 03:00:00 PM,Morrow Crane Building – Second Floor Conference Room, Salem,OR,"The full Board will meet Friday, July 15, 2016 at 10:45 a.m. and will include an Executive Session under authority of ORS 192.660(2)(b)(f)(h)(i)(L). The estimated start time for Executive Session is 11:00 a.m. Public Session will begin following the Executive Session. An agenda for the Board meeting is attached. 

Members of the public will be able to observe the public portion of these meetings at the Board’s Salem office.  The meeting location is accessible to people with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for a person with disabilities should be made at least 48 hours before the meeting to the Executive Director at the above address and telephone number.
",,Randy Harnisch,503-378-5735,oregon.blsw@state.or.us,,,,,,,,,,,,,,,,07 15 16 committee and board agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/3d267211-7e29-4fd5-84ed-75415c5ec0cf?download=true&filename=07%2015%2016%20committee%20and%20board%20agenda.pdf),,,
"Veterinary Medical Examining Board, Oregon State",Investigative Committee Meeting,,07/15/2016 09:00:00 AM,07/15/2016 05:00:00 PM,"Portland State Office Building Rm. 445, 800 NE Oregon St.", Portland,OR,"Complaint Investigation
Executive Session per ORS 192.660(2)(L)",No.,Lori Makinen,,ovmeb.info@state.or.us,,,,,,,,,,,,,,,,,,,
"Social Workers, Board of Licensed",Licensing and Exam Committee Meeting,The committee will review issues relevant to the licensing and examination process.,07/15/2016 09:00:00 AM,07/15/2016 10:30:00 AM,Morrow Crane Building – Second Floor Conference Room, Salem,OR,,,Randy Harnisch,503-378-5735,oregon.blsw@state.or.us,,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",Metrics and Scoring Committee,,07/15/2016 09:00:00 AM,07/15/2016 12:00:00 PM,"Clackamas Community College Wilsonville Training Center, Room 210, 29353 Southwest Town Center Loop East", Wilsonville,OR,"What: The regular public meeting of the Oregon Health Authority Metrics and Scoring Committee 

When: Friday, July 15, 2016, 9 a.m. to noon. Public testimony will be heard at 10:15 a.m.

Where: Clackamas Community College Wilsonville Training Center, Room 210 29353 SW Town Center Loop E, Wilsonville. 

Attendees can also join through a listen-only conference line at 1-888-204-5984, participant code 1277166.

Agenda: Welcome and consent agenda; 2015 Metrics Final Report presentation; public testimony; 2017 measure selection; review 2015 metrics by race and ethnicity. 

For more information, please visit the committee's website at http://www.oregon.gov/oha/analytics/Pages/Metrics-Scoring-Committee.aspx.

The meeting site is accessible to people with disabilities. To request alternate formats, sign language interpreters, physical accessibility, or other reasonable accommodations, call the Oregon Health Authority at 1-800-282-8096 at least 48 hours before the meeting.

# # #
",Yes,Pamela Naylor,503-559-2216,pamela.naylor@state.or.us,,,,,,,,,1-888-204-5984,1277166,,,,,http://www.oregon.gov/oha/analytics/Pages/Metrics-Scoring-Committee.aspx,,,,
"Social Workers, Board of Licensed",Continuing Education Committee,The CE Committee meets  to discuss special continuing education requests.,07/15/2016 09:00:00 AM,07/15/2016 10:30:00 AM,Morrow Crane Building – Second Floor Conference Room, Salem,OR,,,Randy Harnisch,503-378-5735,oregon.blsw@state.or.us,,,,,,,,,,,,,,,,,,,
