"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
Public Utility Commission,Regular Public Meeting,Regularly-scheduled meeting,07/31/2012 09:30:00 AM,07/31/2012 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,http://www.puc.state.or.us/puc/Pages/meetings/pmemos/2012/073112/agenda.aspx,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,01/15/2013 01:30:00 PM,01/15/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,02/10/2015 01:30:00 PM,02/10/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Legislative Issues,discussion of legislation relevant to PUC,06/16/2015 01:30:00 PM,06/16/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,UE 283 Workshop - Canceled,07/01/2014 09:30:00 AM,07/01/2014 11:30:00 AM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,UE 283 is PGE's general rate revision docket,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Executive Session,,06/17/2015 01:30:00 PM,06/17/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Mountain Conference Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting-Canceled,Legislative Coordination,06/20/2013 01:30:00 PM,06/20/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Columbia Grid Update,,08/27/2015 01:30:00 PM,08/27/2015 03:00:00 PM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Canceled  --  Public Meeting - UM 1712 Hearing,,03/30/2015 09:30:00 AM,03/30/2015 02:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Executive Session,Executive Session per ORS 192.660(2)(f) & (m) - ,04/08/2014 01:30:00 PM,04/08/2014 03:30:00 PM,"3930 Fairview Industrial Drive SE, Mountain Conference Room", Salem,OR,to consider records that are exempt and to discuss information related to security,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,05/07/2015 09:30:00 AM,05/07/2015 09:30:00 AM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,http://www.puc.state.or.us/Pages/meetings/pmemos/2015/050715/agenda.aspx,,,,
Public Utility Commission,Special Public Meeting - Canceled,Administrative Issues,12/18/2012 01:30:00 PM,12/18/2012 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,
Public Utility Commission,CANCELED -- Special Public Meeting - UG 288 Workshop ,(Avista rate case) (to follow Regular Public Meeting),10/20/2015 10:30:00 AM,10/20/2015 03:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting - UE 294,PGE Request for a General Rate Revision,05/18/2015 06:00:00 PM,05/18/2015 07:30:00 PM,"Central Library - U.S. Bank Room, 801 SW 10th Ave", Portland,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,PacifiCorp Update,06/09/2014 01:30:00 PM,06/09/2014 04:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,TDAP Advisory Committee Meeting,Telecommunication Devices Access Program,09/11/2015 09:00:00 AM,09/11/2015 01:00:00 PM,"201 High Street SE, Main Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Legislative Coordination,03/07/2013 01:30:00 PM,03/07/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,11/12/2014 09:30:00 AM,11/12/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Canceled,Administrative Issues,06/04/2013 01:30:00 PM,06/04/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,OUS Advisory Board Meeting,Oregon Universal Service,11/06/2013 09:30:00 AM,11/06/2013 11:30:00 AM,"3930 Fairview Industrial Drive SE, Mountain Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,06/09/2015 09:30:00 AM,06/09/2015 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,LC 57 (PacifiCorp IRP),03/17/2014 01:00:00 PM,03/17/2014 03:00:00 PM,"Main Hearing Room, 3930 Fairview Industrial Drive SE", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting -  Oral Argument in UM 1662 (PCAM),,11/17/2015 01:00:00 PM,11/17/2015 05:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Canceled,Administrative Issues,06/18/2013 01:30:00 PM,06/18/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,OUSF Board Meeting,Oregon Universal Service Fund Board meeting,08/01/2012 09:00:00 AM,08/01/2012 01:00:00 PM,"550 Capitol Street NE, Small Hearing Room", Salem,OR,,,Roger White,503-378-6371,roger.white@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting  - Low Income Issues Report Workshop,Special Public Meeting,03/25/2015 09:30:00 AM,03/25/2015 11:00:00 AM,"3930 Fairview Industrial Drive SE, Main Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,5033730885,,,,,,,,,
Public Utility Commission,CANCELED - Special Public Meeting,Admin Issues,05/03/2016 01:30:00 PM,05/03/2016 02:30:00 PM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Legislative Issues,discussion of legislation relevant to PUC,03/31/2015 01:30:00 PM,03/31/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,07/08/2014 01:30:00 PM,07/08/2014 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,LC 58 Technical Workshop,12/02/2013 09:30:00 AM,12/02/2013 11:30:00 AM,"Main Hearing Room, 3930 Fairview Industrial Drive", Salem,OR,Idaho Power Integrated Resource Plan,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,02/24/2015 09:30:00 AM,02/24/2015 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UE 296 Hearing,,08/25/2015 01:00:00 PM,08/25/2015 05:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,06/24/2014 09:30:00 AM,06/24/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Canceled,Administrative Issues & Legislative Coordination,07/02/2013 01:30:00 PM,07/02/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,LC 60 Workshop,11/04/2014 09:30:00 AM,11/04/2014 11:30:00 AM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,NW Natural's IRP,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,07/07/2015 01:30:00 PM,07/07/2015 02:30:00 PM,"201 High Street SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED  Special Public Meeting - Legislative Issues,discussion of legislation relevant to PUC,05/26/2015 01:30:00 PM,05/26/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,10/14/2014 09:30:00 AM,10/14/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,http://www.puc.state.or.us/Pages/meetings/pmemos/2014/101414/agenda.aspx,,,,
Public Utility Commission,Special Public Meeting - Canceled,Idaho Power's 2011 IRP Update,04/01/2013 10:00:00 AM,04/01/2013 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Legislative Coordination,03/14/2013 01:30:00 PM,03/14/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,01/21/2014 09:30:00 AM,01/21/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,Regularly-scheduled meeting,12/18/2012 09:30:00 AM,12/18/2012 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,http://www.oregon.gov/puc/Pages/meetings/pmemos/2012/121812/agenda.aspx,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,08/05/2014 09:30:00 AM,08/05/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,http://www.puc.state.or.us/Pages/meetings/pmemos/2014/080514/agenda.aspx,,,,
Public Utility Commission,Regular Public Meeting,Regularly-scheduled meeting,06/19/2012 09:30:00 AM,06/19/2012 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,http://www.puc.state.or.us/,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,10/06/2015 09:30:00 AM,10/06/2015 12:00:00 PM,"201 High Street SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,http://oregonpuc.granicus.com/MinutesViewer.php?view_id=1&clip_id=33&doc_id=32c10eb4-6e9d-11e5-b65c-f04da2064c47,,,,
Public Utility Commission,Special Public Meeting - Executive Session,per ORS 192.660(2)(f) and (m) - to consider records that are exempt and to discuss information related to security,03/31/2014 01:30:00 PM,03/31/2014 03:30:00 PM,"3930 Fairview Industrial Drive SE, Mountain Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,05/13/2014 01:30:00 PM,05/13/2014 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,11/12/2013 01:30:00 PM,11/12/2013 02:30:00 PM,"3930 Fairview Industrial Drive, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,To consider the public release of DOJ Advice on PURPA issues,08/16/2012 03:30:00 PM,08/16/2012 04:00:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,503-373-1571,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,regularly scheduled public meeting,05/21/2013 09:30:00 AM,05/21/2013 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,02/21/2017 09:30:00 AM,02/21/2017 12:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,regularly scheduled public meeting,06/04/2013 09:30:00 AM,06/04/2013 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,regularly scheduled public meeting,10/15/2013 09:30:00 AM,10/15/2013 12:00:00 PM,"3930 Fairview Industrial Drive, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1667,UM 1667,02/11/2015 01:30:00 PM,02/11/2015 03:00:00 PM,3930 Fairview Industrial Dr SE, Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,5033730885,,,,,,,,,
Public Utility Commission,OUSF Board Meeting,Oregon Universal Service Fund Board Meeting,05/07/2014 09:00:00 AM,05/07/2014 12:00:00 PM,"3930 Fairview Industrial Dr, Mountain Conference Room", Salem,OR,,,Roger White,,roger.white@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,08/19/2014 09:30:00 AM,08/19/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,http://www.puc.state.or.us/Pages/meetings/pmemos/2014/081914/agenda.aspx,,,,
Public Utility Commission,Special Public Meeting-Canceled,Administrative Issues,11/12/2014 01:30:00 PM,11/12/2014 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,12/03/2014 09:30:00 AM,12/03/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,http://www.puc.state.or.us/Pages/meetings/pmemos/2014/120314/agenda.aspx,,,,
Public Utility Commission,Special Public Meeting - Legislative Issues,discussion of legislation relevant to PUC,05/19/2015 01:30:00 PM,05/19/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED -- Special Public Meeting,Administrative Issues,10/06/2015 01:30:00 PM,10/06/2015 02:30:00 PM,"201 High Street SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Canceled,Legislative Coordination,04/18/2013 01:30:00 PM,04/18/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED - Special Public Meeting - UG 288 Hearing,Avista Rate Case,12/04/2015 09:30:00 AM,12/04/2015 05:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,09/22/2014 09:30:00 AM,09/22/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,http://www.puc.state.or.us/Pages/meetings/pmemos/2014/092214/agenda.aspx,,,,
Public Utility Commission,Special Public Meeting,PGA (purchased gas adjustments),10/28/2013 01:30:00 PM,10/28/2013 02:30:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Oregon City,,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Workshop on Seismic Preparedness,12/10/2012 09:00:00 AM,12/10/2012 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,bbeier,503-373-1571,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED -- Special Public Meeting - Hearing - UM 1744 (NW Natural emission reduction program),,11/19/2015 09:30:00 AM,11/19/2015 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Canceled,Administrative Issues,04/09/2013 01:30:00 PM,04/09/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Comment Hearing - UE 294 (PGE rate case),,05/18/2015 06:00:00 PM,05/18/2015 07:30:00 PM,"Central Library - U.S. Bank Room, 801 SW 10th Ave",Portland,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,01/13/2015 09:30:00 AM,01/13/2015 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,regularly scheduled public meeting,11/12/2013 09:30:00 AM,11/12/2013 12:00:00 PM,"3930 Fairview Industrial Drive, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Hearing on UE 246 and/or UE 233 - Canceled,10/16/2012 08:30:00 AM,10/16/2012 05:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,This meeting has been canceled.,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,OUSF Board Meeting,Oregon Universal Service Fund,08/06/2014 10:00:00 AM,08/06/2014 02:30:00 PM,"3930 Fairview Industrial Drive, Meadow Conference Room", Salem,OR,,,Roger White,,roger.white@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,Regularly-scheduled meeting,08/14/2012 09:30:00 AM,08/14/2012 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,http://cms.oregon.gov/puc/Pages/meetings/pmemos/2012/081412/agenda.aspx,,,,
Public Utility Commission,Special Public Meeting,UM 1657 - PGE Smart Grid Report,09/23/2014 01:30:00 PM,09/23/2014 03:30:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Oral Arguments DR 49,08/19/2015 01:30:00 PM,08/19/2015 03:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,08/05/2014 01:30:00 PM,08/05/2014 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,regularly scheduled public meeting,08/06/2013 09:30:00 AM,08/06/2013 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
