"g_nero","municipio_de_nacimiento","pa_s","municipio_direcci_n","barrio_direcci_n","estrato","estado_civil","eps","grupo_sisben","zona","nivel_de_formaci_n","ocupaci_n","medio_de_transporte","multiculturalidad","estado","fecha_de_matr_cula","jornada","programa","per_odo","nivel","edad"
"Femenino","Medellín","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2020-02-04T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2020-2","SEMESTRE 2","35"
"Masculino","Apartadó","Colombia","Bello","Bello","3","Casado(a)","Salud Total EPS","Sin respuesta","Urbana","Básica secundaria","Empleado","Moto","No aplica","Inactivo","2017-01-06T10:00:00Z","NOCHE","TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ","2017-1","SEMESTRE 1","33"
"Masculino","Panamá","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Peatón","No aplica","Graduado","2018-07-11T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2019-1","SEMESTRE 2","22"
"Femenino","Samaná","Colombia","Envigado","Barrio Mesa","3","Viudo(a)","No Aplica","Sin respuesta","Urbana","Media","Desempleado","Sin respuesta","Cabeza de familia","Inactivo","2015-02-03T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2015-2","SEMESTRE 2","68"
"Femenino","Medellín","Colombia","Envigado","San Rafael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Cancelado","2020-08-14T10:00:00Z","NOCHE","13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL","2020-2","SEMESTRE 1","29"
"Femenino","Medellín","Colombia","Medellín","Sin respuesta","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante básica","A Pie","No aplica","Graduado","2018-01-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS","2018 - MT","DÉCIMO","19"
"Masculino","Medellín","Colombia","Medellín","El Salado","6","Soltero(a)","Savia Salud","Sin respuesta","Urbana - rural","Sin respuesta","Estudiante superior","A Pie","No aplica","Inactivo","2021-06-23T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021 - MT","DÉCIMO","16"
"Masculino","Bello","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Graduado","2015-05-28T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2016-2","SEMESTRE 2","29"
"Femenino","Medellín","Colombia","Envigado","La Paz","3","Soltero(a)","EPS Sura","C9","Urbana","Sin respuesta","Estudiante básica","Particular Motocicleta","No aplica","Inactivo","2021-10-01T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","Medellín","Colombia","Envigado","Alto De Misael","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","Sin respuesta","No aplica","Graduado","2016-01-22T10:00:00Z","DIURNA","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2017-1","SEMESTRE 1","24"
"Masculino","Medellín","Colombia","Envigado","San Rafael","2","Unión libre","Cafesalud  EPS","Sin respuesta","Urbana","Media","Empleado","Particular Motocicleta","No aplica","Graduado","2016-05-05T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2017-1","SEMESTRE 2","41"
"Masculino","Amagá","Colombia","Envigado","Alto De Misael","2","Casado(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Empleado","Público Bus o Buseta","No aplica","Sancionado","2021-07-29T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021-2","SEMESTRE 1","42"
"Masculino","Itagui","Colombia","Envigado","Alto De Misael","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2016-06-14T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2018-1","SEMESTRE 2","25"
"Masculino","Medellín","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Público Otro","No aplica","Aplazamiento Semestre","2016-06-24T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2017-1","SEMESTRE 2","43"
"Masculino","Medellín","Colombia","Envigado","La Mina","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2016-07-08T10:00:00Z","DIURNA","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2016-2","SEMESTRE 1","38"
"Masculino","Medellín","Colombia","Medellín","Pedregal",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-11-24T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","30"
"Masculino","Cáceres","Colombia","Envigado","La Magnolia","3","Separado(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2017-06-29T10:00:00Z","DIURNA","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2018-2","SEMESTRE 2","47"
"Masculino","Envigado","Colombia","Envigado","La Mina","3","Unión libre","Suramericana","D6","Urbana","Media","Independiente","Particular Automóvil","No aplica","Activo","2020-10-20T10:00:00Z","DIURNA","EXTENSIÓN MANIPULACIÓN DE ALIMENTOS","2020-2","SEMESTRE 1","31"
"Masculino","Medellín","Colombia","Medellín","El Salado","1","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","Desplazado","Graduado","2019-05-27T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2020-1","SEMESTRE 2","21"
"Masculino","Medellín","Colombia","Envigado","Alcalá","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Bicicleta","No aplica","Aplazamiento Semestre","2019-01-25T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-2","SEMESTRE 2","25"
"Femenino","Medellín","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","EPS Sura","Sin respuesta","Rural","Media","Desempleado","Público Bus o Buseta","Cabeza de familia","Graduado","2018-01-05T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018-2","SEMESTRE 2","35"
"Femenino","Medellín","Colombia","Envigado","San Marcos",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-10-27T10:00:00Z","DIURNA","EXTENSIÓN MANIPULACIÓN DE ALIMENTOS","2020-2","SEMESTRE 1","45"
"Femenino","Neiva","Colombia","Envigado","El Dorado","4","Casado(a)","EPS Sura","Sin respuesta","Urbana","Pregrado","Empleado","Peatón","No aplica","Inactivo","2018-07-11T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2020-1","SEMESTRE 2","55"
"Masculino","Barrancabermeja","Colombia","Envigado","Alcalá","3","Soltero(a)","Saludcoop EPS  Organismo Cooperativo","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2018-05-28T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2019-1","SEMESTRE 2","23"
"Femenino","Sin respuesta","Colombia","Medellín","Sin respuesta","2","Sin Respuesta","EPS Sura","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Envigado","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2021-07-28T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2021-2","SEMESTRE 1","31"
"Femenino","Itagui","Colombia","Envigado","La Sebastiana","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","A Pie","No aplica","Cancelado","2017-01-23T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2017-1","SEMESTRE 1","28"
"Masculino","Sin respuesta","Colombia","Envigado","Sin respuesta","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-06-21T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2014-2","SEMESTRE 1","27"
"Masculino","Itagui","Colombia","Envigado","La Magnolia","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Cancelado","2016-08-09T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2017-2","SEMESTRE 2","23"
"Masculino","Itagui","Colombia","Envigado","San Rafael","2","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Inactivo","2015-11-30T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2016-1","SEMESTRE 1","36"
"Femenino","Medellín","Colombia","Envigado","La Mina",,"Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Sin respuesta","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Medellín","Colombia","Envigado","La Magnolia","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","Público Metro","No aplica","Graduado","2017-07-14T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2019-2","SEMESTRE 2","24"
"Femenino","Sin respuesta","Colombia","Envigado","El Trianón",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2019-05-22T10:00:00Z","NOCHE","CURSO EXTENSIÓN EXCEL","2019-1","SEMESTRE 1","61"
"Femenino","Envigado","Colombia","Envigado","Zona Centro","3","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Sin respuesta","Estudiante superior","A Pie","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","18"
"Femenino","Ciudad Bolívar","Colombia","Envigado","El Salado","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Activo","2022-01-21T10:00:00Z","NOCHE","21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS","2022-1","SEMESTRE 1","31"
"Masculino","Medellín","Colombia","Envigado","El Salado","2","Soltero(a)","Suramericana","D3","Rural","Media","Estudiante básica","Público Bus o Buseta","No aplica","Activo","2021-02-06T10:00:00Z","NOCHE","22T-TÉCNICO LABORAL EN MARKETING DIGITAL","2022-1","SEMESTRE 2","20"
"Masculino","Medellín","Colombia","Envigado","Loma Del Barro","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Independiente","Moto","No aplica","Sancionado","2019-01-30T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2019-1","SEMESTRE 1","35"
"Femenino","Medellín","Colombia","Medellín","Alcalá","4","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante superior","SITP o Bus","No aplica","Cancelado","2021-04-27T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MERCADEO Y VENTAS","2021 - MT","DÉCIMO","16"
"Femenino","Medellín","Colombia","Envigado","La Sebastiana","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2015-12-21T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2017-2","SEMESTRE 2","37"
"Masculino","Itagui","Colombia","Envigado","Primavera","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Envigado","Colombia","Envigado","Alto De Misael","2","Soltero(a)","SISBEN","D18","Rural","Media","Independiente","Público Bus o Buseta","No aplica","Sin estado",,"NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA",,,"30"
"Masculino","Puerto Berrío","Colombia","Envigado","La Paz","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","A Pie","No aplica","Graduado","2015-02-03T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2015-2","SEMESTRE 2","43"
"Femenino","Venezuela","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-08-21T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Cali","Colombia","Medellín","Conquistadores","5","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Independiente","Sin respuesta","No aplica","Inactivo","2016-07-27T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2016-2","SEMESTRE 1","45"
"Femenino","Medellín","Colombia","Envigado","La Pradera","2","Soltero(a)","SISBEN","Sin respuesta","Rural","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2019-05-13T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2021-2","SEMESTRE 2","26"
"Masculino","Medellín","Colombia","Envigado","Sin respuesta","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Rural","Básica secundaria","Desempleado","Público Bus o Buseta","Desplazado","Inactivo","2017-01-19T10:00:00Z","DIURNA","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2017-2","SEMESTRE 2","21"
"Femenino","Bogotá","Colombia","Envigado","Las Flores","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Sin respuesta",,"Público Bus o Buseta","No aplica","Inactivo","2020-08-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Envigado","Colombia","Envigado","Las Flores","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2016-05-06T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2017-1","SEMESTRE 2","33"
"Masculino","Envigado","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Empleado","A Pie","No aplica","Graduado","2016-05-06T10:00:00Z","NOCHE","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2018-1","SEMESTRE 2","30"
"Masculino","Medellín","Colombia","Medellín","San José La Cima Nº 1","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Carro Particular","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Yolombó","Colombia","Bello","Zamora","1","Sin Respuesta","EPS Sura","Sin respuesta","Rural","Sin respuesta",,"Público Bus o Buseta","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Itagui","Colombia","Itagui","San Fernando","3","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2021-08-20T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","14"
"Femenino","Cisneros","Colombia","Envigado","Zona Centro","3","Casado(a)","Cafesalud  EPS","Sin respuesta","Urbana","Pregrado","Estudiante superior","Sin respuesta","No aplica","Graduado","2015-06-30T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2016-1","SEMESTRE 2","29"
"Masculino","Envigado","Colombia","Envigado","Los Naranjos","3","Soltero(a)","EPS Sura","C18","Urbana - rural","Básica secundaria","Estudiante básica","A Pie","No aplica","Inactivo","2021-08-31T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","18"
"Femenino","Medellín","Colombia","Itagui","San Gabriel","3","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2021-09-08T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","18"
"Masculino","Medellín","Colombia","Envigado","El Trianón","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Graduado","2017-01-11T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 2","36"
"Femenino","Envigado","Colombia","Envigado","El Salado","2","Soltero(a)","No Aplica","Sin respuesta","Rural","Sin respuesta","Desempleado","Público Bus o Buseta","No aplica","Sin estado",,"NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO",,,"22"
"Femenino","Bogotá","Colombia","Medellín","La Floresta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-11-24T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","23"
"Masculino","Yarumal","Colombia","Envigado","Las Vegas","3","Soltero(a)","Policía Nacional","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Graduado","2015-02-03T10:00:00Z","DIURNA","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2015-2","SEMESTRE 2","46"
"Masculino","Medellín","Colombia","Medellín","San Antonio De Prado","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana - rural","Media","Estudiante superior","Particular Motocicleta","No aplica","Graduado","2018-12-17T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2019-2","SEMESTRE 2","20"
"Masculino","Envigado","Colombia","Envigado","San José","2","Soltero(a)","EPS Sura","C1","Urbana","Media","Independiente","Público Bus o Buseta","No aplica","Activo","2021-07-31T10:00:00Z","DIURNA","18T-TÉCNICO LABORAL EN GASTRONOMÍA","2022-1","SEMESTRE 2","9"
"Masculino","Cáceres","Colombia","Medellín","El Salado","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Bicicleta","No aplica","Cancelado","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","20"
"Masculino","Itagui","Colombia","Envigado","La Paz","3","Soltero(a)","Cruz Blanca  EPS","Sin respuesta","Urbana","Media","Empleado","Peatón","No aplica","Inactivo","2018-07-13T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2018-2","SEMESTRE 1","23"
"Femenino","Panamá","Colombia","Envigado","Zona Centro",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-10-12T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","51"
"Femenino","Envigado","Colombia","Envigado","La Mina","3","Soltero(a)","EPS Sura","B1","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Sin estado",,"NOCHE","29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA",,,"28"
"Masculino","Envigado","Colombia","Envigado","La Mina","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2018-01-10T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2018-2","SEMESTRE 2","24"
"Masculino","Itagui","Colombia","Medellín","Guayabal","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2019-07-09T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2020-1","SEMESTRE 2","24"
"Masculino","Itagui","Colombia","Envigado","Barrio Mesa","2","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-08-20T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","Medellín","Colombia","Envigado","San Marcos","3","Casado(a)","Asociación Mutual La Esperanza","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2018-08-03T10:00:00Z","NOCHE","02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL","2019-1","SEMESTRE 2","38"
"Femenino","Itagui","Colombia","Envigado","La Magnolia","3","Unión libre","Salud Total EPS","Sin respuesta","Urbana","Media","Estudiante superior","Otro","No aplica","Graduado","2019-12-10T10:00:00Z","NOCHE","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2020-1","SEMESTRE 1","39"
"Femenino","Caucasia","Colombia","Envigado","El Salado","2","Casado(a)","EPS Sura","C13","Urbana - rural","Básica secundaria","Estudiante superior","A Pie","No aplica","Activo","2021-08-09T10:00:00Z","NOCHE","29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA","2022-1","SEMESTRE 2","34"
