"incidentnum","servyr","servnumid","primaryoc","moniker","age_class","from_age","to_age","race","ethnic","sex","height","weight","build","complexion","eyes","glasses","hair","hairlenght","voice","facialhair","facialhaircolor","peculiarities","comment","created_on","updated_on"
"013610-2019","2019","013610-2019-01","MC-99999999-H34",,,"20","21","Black","Non-Hispanic or Latino","Male","5'08''","165","Medium","Dark",,,,,,,,,"Clothing Description: GRAY JACKET, RED PANTS, DARK BLUE BEANIE, WHITE SHOES","2019-01-20 20:23:37.0000000","2019-01-20 20:23:40.0000000"
"231441-2015","2015","231441-2015-02",,,,"15","20","Black",,"Male","6'00''",,"Thin",,,,,,,,,,"Shirt: WHITE SHIRT Pants: KHAKI PANTS","2015-10-06 00:50:38.0000000","2015-10-06 00:50:38.0000000"
"212519-2020","2020","212519-2020-01","F3-52130005-D48",,,"35","40","White","Hispanic or Latino","Male",,"200",,,,,,,,,,,"Clothing Description: COWBOY HAT","2020-12-02 02:39:11.0000000","2020-12-02 02:39:15.0000000"
"228610-2020","2020","228610-2020-01","FS-24110003-G13",,,"20","30","White","Hispanic or Latino","Male",,,"Medium",,,,"N/A","Bald",,,,,"Comments: POSSIBLY LIVES IN AT 2821 HAWTHORNE AVE IN UNK APARTMENT. Clothing Description: BLACK PANTS Trademark: TATTOOS","2020-12-23 13:48:40.0000000","2020-12-23 13:48:41.0000000"
"051436-2021","2021","051436-2021-01","MB-29990042-L99",,,"30","35","White","Non-Hispanic or Latino","Male","6'00''","140","Thin",,,,"Brown","Short",,,,,"Clothing Description: WHITE TSHIRT, BLACK SHORTS","2021-03-27 16:39:49.0000000","2021-03-27 16:39:51.0000000"
"127154-2021","2021","127154-2021-01","F2-22990002-E5",,,"20","35","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-07-22 21:41:57.0000000","2021-07-27 14:34:53.0000000"
"054637-2019","2019","054637-2019-01","F1-12990002-C4",,,,,"Unknown","Unknown","Male",,,,,,,,,,,,,,"2019-03-19 05:19:58.0000000","2019-10-15 12:52:16.0000000"
"075578-2015","2015","075578-2015-02",,,,"19","20","Hispanic or Latino","Hispanic or Latino","Male",,,"Light","Light",,,"Brown","Short",,,,,"Comments: PASSENGER OF SUSP VEH.","2015-04-06 02:13:03.0000000","2015-04-06 02:13:03.0000000"
"193512-2018","2018","193512-2018-04","F1-12990002-C4",,,"18","25","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2018-09-01 04:18:02.0000000","2018-09-01 04:18:05.0000000"
"262461-2018","2018","262461-2018-01","MA-22990004-F1",,,"17","99","Unknown","Unknown","Male",,,,,,,,,,,,,,"2018-12-12 23:18:20.0000000","2018-12-12 23:18:21.0000000"
"217384-2021","2021","217384-2021-01","NA-99999999-Z25",,,"45","55","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-12-06 18:53:32.0000000","2021-12-06 18:53:33.0000000"
"036987-2020","2020","036987-2020-01","MC-99999999-F154",,,"35","50","Black","Non-Hispanic or Latino","Male","6'61''","185",,,,,,,,,,,"Clothing Description: GREY SWEATER, BLACK T-SHIRT, GREY SWEATPANT, GREY SNEAKER WITH LIGHT COLOR BACKPACK.","2020-02-24 18:55:20.0000000","2020-02-24 18:55:23.0000000"
"080492-2020","2020","080492-2020-01","NA-99999999-X3",,,"17","99","White","Hispanic or Latino","Male","5'06''","120",,,,,,,,,,,,"2020-05-08 10:05:40.0000000","2020-05-08 10:05:41.0000000"
"170261-2020","2020","170261-2020-03","MB-23990191-F183",,,"17","22","Black","Unknown","Male",,,,,,,,,,,,,,"2020-09-24 12:34:53.0000000","2020-09-24 12:34:54.0000000"
"190110-2017","2017","190110-2017-03",,,,,,"Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2017-08-20 04:10:22.0000000","2017-08-20 04:10:22.0000000"
"160818-2015","2015","160818-2015-01",,,,,,"Black","Non-Hispanic or Latino","Male","6'60''","185","Medium",,,,"Black","Short",,,,,"Shirt: WHITE TANK Pants: BLUE JEANS Additional Clothing: WHITE ""WIFE BEATER"" SHIRT BLUE JEANS","2015-07-17 10:55:06.0000000","2015-07-17 10:55:06.0000000"
"050964-2021","2021","050964-2021-01","FS-99999999-F268",,,"31","34","Black","Non-Hispanic or Latino","Male","5'10''","140",,,,,,,,,,,"Clothing Description: WHITE BLACK & RED T-SHIRT, BLACK JACKET, BLUE JEANS & WHITE SHOES","2021-03-26 05:03:16.0000000","2021-04-08 18:36:37.0000000"
"131835-2015","2015","131835-2015-03",,,,,,"Unknown",,"Male",,,,,,,,,,,,,,"2015-06-10 07:28:17.0000000","2015-06-10 07:28:17.0000000"
"125487-2021","2021","125487-2021-01","NA-99999999-Z3",,,"30","35","White","Non-Hispanic or Latino","Male","6'60''","190","Heavy",,,,"Black","Short",,,,,"Clothing Description: BLACK SHIRT WHITE SHORTS","2021-07-15 11:51:00.0000000","2021-07-15 11:51:03.0000000"
"247887-2015","2015","247887-2015-01",,,,"22","28","Black",,"Male","6'01''",,,,,,,,,,,,"Jacket: BLACK Pants: JEANS Hat: NONE Additional Clothing: BLACK JACKET, BLUE JEAN, BLUE BANDANA AROUND FACE","2015-10-25 01:19:38.0000000","2015-10-25 01:19:38.0000000"
"119808-2021","2021","119808-2021-01","MB-54990007-V11",,,"0","0","Unknown","Unknown","Male",,,,,,,,,,,,,"Clothing Description: UNKNOWN Trademark: MAY WORK FOR GILMON FOX GENERAL CONTRACTORS","2021-07-07 09:28:06.0000000","2021-11-22 08:40:21.0000000"
"066668-2021","2021","066668-2021-01","MC-99999999-L194",,,"0","0","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-04-18 06:27:09.0000000","2021-04-30 08:57:21.0000000"
"303512-2015","2015","303512-2015-02",,,,"18","25","Black","Non-Hispanic or Latino","Male","6'00''","160","Medium","Dark","Brown",,"Black","Short","Unknown","None","N/A",,"Shirt: UNK Jacket: GRAY SWEATER Pants: GREEN Shoe: UNK Hat: NONE Additional Clothing: CLOTHES Trademark: BACK OF SUSPS HARI WAS DIED BLONDE","2015-12-30 21:26:18.0000000","2015-12-30 21:26:18.0000000"
"170139-2021","2021","170139-2021-01","FS-24110003-G13",,,"0","0","White","Hispanic or Latino","Male","5'08''","190",,,,,,,,,,,,"2021-09-19 15:07:03.0000000","2021-09-29 17:05:12.0000000"
"010668-2021","2021","010668-2021-04",,,,"0","0","Unknown","Unknown","Male",,,,,,,,,,,,,"Clothing Description: LIGHT COLOR CLOTHING","2021-01-21 13:03:33.0000000","2021-08-12 08:42:47.0000000"
"138898-2016","2016","138898-2016-01",,,,,,"Black",,"Male","5'08''",,"Light",,,,"Black","Short",,"None","N/A",,"Shirt: WHITE T-SHIRT Jacket: NONE Pants: GRAY JEANS","2016-06-09 09:44:30.0000000","2016-06-09 09:44:30.0000000"
"208850-2017","2017","208850-2017-02",,,,"17","19","Hispanic or Latino",,"Male",,,,,,,,,,,,,"Comments: PASSENGER Jacket: GRAY HOODIE","2017-09-12 11:24:29.0000000","2017-09-12 11:24:29.0000000"
"167606-2017","2017","167606-2017-01",,,,,,"Hispanic or Latino",,"Male",,,,,,,,,,,,,,"2017-07-23 23:15:54.0000000","2017-07-23 23:15:54.0000000"
"100248-2016","2016","100248-2016-01",,,,,,"Black",,"Male",,,,,,,,,,,,,,"2016-05-10 22:24:20.0000000","2016-05-10 22:24:20.0000000"
"143628-2021","2021","143628-2021-01","MA-13990001-H1",,,"25","35","Unknown","Unknown","Male",,,,,,,,,,,,,,"2021-08-11 23:01:36.0000000","2021-08-11 23:01:39.0000000"
"043412-2021","2021","043412-2021-01","MB-54990007-V11",,,"15","99","White","Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-03-14 14:10:04.0000000","2021-03-14 14:10:04.0000000"
"279228-2015","2015","279228-2015-01",,,,,,"Black",,"Male",,,,,,,,,,,,,,"2015-12-10 01:48:34.0000000","2015-12-10 01:48:34.0000000"
"194252-2017","2017","194252-2017-02",,,,"20","30","Hispanic or Latino","Hispanic or Latino","Male",,,"Medium","Light",,,,,,,,,"Shirt: BLACK Pants: DARK PANTS","2017-08-25 06:52:52.0000000","2017-08-25 06:52:52.0000000"
"044881-2020","2020","044881-2020-01","NA-99999999-Z27","JUAN CARLOS",,"18","40","White","Hispanic or Latino","Male",,,,,"Unknown","No","N/A","Bald",,,,,"Clothing Description: GOLD TOOTH. STAR TATTOO ON HEAD","2020-03-08 09:11:12.0000000","2020-03-08 09:11:14.0000000"
"155583-2017","2017","155583-2017-01",,"ADAIN CATALAN",,"22","22","Hispanic or Latino","Hispanic or Latino","Male","5'55''","175",,,,,,,,,,,,"2017-07-09 10:34:38.0000000","2017-07-19 14:48:44.0000000"
"105241-2017","2017","105241-2017-01",,,,"28","35","Black","Non-Hispanic or Latino","Male","5'02''","165","Heavy","Dark",,,"Black","Short",,"None","N/A",,"Shirt: BLACK SHIRT Pants: BLACK JEANS Shoe: BLACK SHOES","2017-05-11 05:51:51.0000000","2017-05-11 05:51:51.0000000"
"131971-2021","2021","131971-2021-01","F1-12990002-C4",,,"25","35","Black","Non-Hispanic or Latino","Male",,"180","Thin","Dark",,,,"Short",,,,,"Clothing Description: BAND ON ARM THAT LOOKED LIKE SUSP JUST GOT OUT OF HOSPITAL","2021-07-25 15:10:23.0000000","2021-07-25 15:10:24.0000000"
"212392-2018","2018","212392-2018-02","FS-23990194-F194",,,"17","99","Unknown",,"Male",,,,,,,,,,,,,,"2018-09-25 13:22:55.0000000","2018-09-25 13:22:55.0000000"
"273174-2015","2015","273174-2015-01",,,,"20","22","Black",,"Male","5'07''",,,"Dark",,,"Black",,,,,,"Shirt: UNK Jacket: RED HOODIE","2015-11-30 21:13:01.0000000","2015-11-30 21:13:01.0000000"
"119912-2020","2020","119912-2020-01","MA-22990004-F1",,,"17","99","Black","Non-Hispanic or Latino","Male","6'60''","190","Thin","Medium",,,,,,,,,"Clothing Description: HAT POSSIBEL TURBAN,DARK SHIRT, DARK PANTS","2020-07-12 01:42:25.0000000","2020-07-12 01:42:28.0000000"
"207369-2017","2017","207369-2017-01",,,,"28","30","White",,"Male",,,"Light","Medium",,,"Brown","Short",,"Mustache","Brown",,"Shirt: BLACK T-SHORT Jacket: N/A Pants: BLACK BAGGY CARGO PANTS","2017-09-10 11:46:47.0000000","2017-09-10 11:46:47.0000000"
"111533-2021","2021","111533-2021-03","FS-22990001-E1",,,"20","30","Black","Non-Hispanic or Latino","Male","5'58''","180","Medium","Dark",,,,,,,,,"Clothing Description: BLUE SHIRT, TAN PANTS","2021-06-24 05:58:15.0000000","2021-06-24 05:58:16.0000000"
"152271-2015","2015","152271-2015-02",,,,"18","25","Black","Non-Hispanic or Latino","Male","5'09''","180","Medium","Dark","Brown",,"Black","Short","Other","Other","Black",,"Shirt: UNKNOWN Jacket: N/A Pants: UNKNOWN Shoe: UNKNOWN Hat: N/A Additional Clothing: UNKNOWN Trademark: PASSENGER","2015-07-03 21:12:44.0000000","2015-07-03 21:12:44.0000000"
"067562-2019","2019","067562-2019-01","F1-12990002-C4",,,"18","25","Black","Non-Hispanic or Latino","Male","5'10''","150","Light",,,,,,,,,,"Clothing Description: RED HOODIE","2019-04-06 05:39:29.0000000","2019-04-06 05:39:31.0000000"
"099961-2021","2021","099961-2021-01","FS-24110003-G13",,,"0","0","Black","Unknown","Male","6'61''","220","Heavy","Dark",,,,,,,,,"Clothing Description: WHITE BALLCAP, WHITE TSHIRT, DARK PANTS, FANNY BAG ACROSS SHOULDERS","2021-06-06 19:12:56.0000000","2021-06-24 15:34:41.0000000"
"218546-2020","2020","218546-2020-01","MA-22990004-F1",,,"17","99","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2020-12-11 16:04:16.0000000","2020-12-11 16:04:17.0000000"
"125871-2015","2015","125871-2015-01",,,,"20","30","Hispanic or Latino","Hispanic or Latino","Male","5'08''","150",,,,,,,,,,,,"2015-06-03 21:22:05.0000000","2015-06-03 21:22:05.0000000"
"180915-2017","2017","180915-2017-02",,,,,,"Hispanic or Latino","Hispanic or Latino","Male","5'06''","180",,,,,,,,,,,"Comments: AGG ROBBERY D/W","2017-08-09 17:22:27.0000000","2017-08-09 17:22:27.0000000"
"062799-2021","2021","062799-2021-01","MB-23990191-F183","JOESPH",,"35","40","White","Hispanic or Latino","Male","5'55''","180",,,,,"Black","Medium",,,,,,"2021-04-18 08:28:06.0000000","2021-04-18 08:28:09.0000000"
"126503-2015","2015","126503-2015-01",,,,"20","25","Black","Non-Hispanic or Latino","Male","5'59''","170",,,,,,"Short",,,,,"Shirt: WHITE TSHIRT  Trademark: FADE HAIRCUT, GOLD GRILL ON TEETH","2015-06-04 10:18:55.0000000","2015-06-04 10:18:55.0000000"
"293375-2017","2017","293375-2017-01",,,,"30","40","Black","Non-Hispanic or Latino","Male","6'6''","200","Medium",,,,,"Bald",,,,,"Shirt: BLACK/ YELLOW WRITING Jacket: NONE Pants: BLACK  Trademark: JAMAICAN ACCENT","2017-12-31 00:31:23.0000000","2017-12-31 00:31:23.0000000"
"058902-2020","2020","058902-2020-02","F1-12990002-C4",,,"17","99","Black","Non-Hispanic or Latino","Male","5'06''",,"Small",,,,,,,,,,"Clothing Description: BLACK HOODIE","2020-03-29 16:06:11.0000000","2020-03-29 16:06:11.0000000"
"119783-2020","2020","119783-2020-01","MC-99999999-H34",,,"35","45","Black","Unknown","Male","6'04''","230","Heavy",,,,"Black","Shaved",,,,,"Clothing Description: BLK/GREY POLO SHIRT BLK PANTS","2020-07-09 06:43:37.0000000","2020-12-17 13:33:41.0000000"
"025228-2015","2015","025228-2015-02",,,,"18","20","Hispanic or Latino","Hispanic or Latino","Male","5'05''","150","Thin",,,,,,,,,,"Jacket: PULL OVER HOODIE Pants: JEANS Additional Clothing: BLK HOODIE, BLUE JEANS, BLACK SHOES","2015-02-02 00:54:57.0000000","2015-02-02 00:54:57.0000000"
"143114-2018","2018","143114-2018-01","FS-24110003-G14",,,"0","0","Unknown",,"Male",,,,,,,,,,,,,,"2018-07-02 00:10:22.0000000","2020-06-29 08:20:46.0000000"
"177555-2016","2016","177555-2016-04",,,,,,"Hispanic or Latino",,"Male",,,,,,,,,,,,,,"2016-07-25 08:22:12.0000000","2016-07-25 08:25:05.0000000"
"039645-2016","2016","039645-2016-01",,,,"25","30","Hispanic or Latino","Hispanic or Latino","Male",,,"Light","Light",,,"Black","Short",,"None",,,"Shirt: MAROON","2016-02-18 20:07:49.0000000","2016-02-18 20:07:49.0000000"
"073939-2020","2020","073939-2020-01","F2-13150005-D4",,,"19","21","Black",,"Male",,,,,,,,,,,,,,"2020-04-25 02:03:20.0000000","2020-04-25 02:03:22.0000000"
"075088-2018","2018","075088-2018-01","MB-13160012-T35",,,"0","0","Unknown",,"Male",,,,,,,,,,,,,"Comments: 509-285-1275509-596-2247","2018-04-11 01:32:39.0000000","2020-04-10 13:09:40.0000000"
"054216-2018","2018","054216-2018-01","FS-23990132-F42",,,"20","25","Black",,"Male","5'05''",,"Thin",,,,,"Short",,,,,"Clothing Description: WHITE SHIRT AND SHORTS","2018-03-14 18:31:18.0000000","2018-03-14 18:31:22.0000000"
"248261-2016","2016","248261-2016-01",,,,,,"Black","Non-Hispanic or Latino","Male","5'09''","170","Medium","Medium","Brown",,"Black","Short",,"None","N/A",,"Shirt: WHITE MUSCLE SHIRT Jacket: NONE Pants: BLUE JEANS Shoe: UNKNOWN Hat: NONE  Trademark: SUSPECT HAD A BLACK SEMI AUTOMATIC HANDGUN","2016-10-16 02:55:30.0000000","2016-10-16 02:55:30.0000000"
"045318-2021","2021","045318-2021-01","MA-29990043-L100",,,"24","27","Black","Non-Hispanic or Latino","Male","5'57''","155","Medium","Dark","Brown","No","Black","Short",,"Mustache","Black",,"Clothing Description: MULTI COLORED HOODED SWEATSHIRT, DARK COLORED PANTS","2021-03-17 09:35:12.0000000","2021-03-17 09:35:20.0000000"
"197171-2019","2019","197171-2019-01","MA-13990001-H1","EUGENE",,"25","28","White","Hispanic or Latino","Male","5'06''","200","Medium",,,,"Black","Short",,"Beard","Black",,"Clothing Description: BLACK SHIRT JEANS","2019-09-28 03:16:10.0000000","2019-09-28 03:16:15.0000000"
"117574-2020","2020","117574-2020-01","FS-22990001-E2","UNK",,"0","0","Black",,"Male",,,,,,,,,,,,,"Clothing Description: WHITE HAT WHITE TANK TOP WHITE PANTS WHITE SHOES","2020-07-06 04:50:08.0000000","2020-12-30 11:23:21.0000000"
"180248-2018","2018","180248-2018-01","MC-99999999-K232",,,"17","35","Black","Non-Hispanic or Latino","Male","5'09''","170","Thin","Dark",,,"Black","Short",,,,,"Clothing Description: GREEN PANTS, WHITE SHIRT","2018-08-16 12:03:49.0000000","2018-08-16 12:03:55.0000000"
"119973-2021","2021","119973-2021-02","F2-12990001-C1",,,"17","30","Black","Non-Hispanic or Latino","Male","5'58''","170",,,,,,,,,,,"Clothing Description: WHITE SHIRT, BLUE JEANS, TAN/ARMY HAT AND TAN SHOES W/ FACEMASK","2021-07-07 01:24:43.0000000","2021-07-07 01:24:44.0000000"
"183534-2015","2015","183534-2015-02",,,,,,"Black",,"Male",,,,,,,,,,,,,,"2015-08-08 20:21:08.0000000","2015-08-08 20:21:08.0000000"
"200324-2020","2020","200324-2020-01","F1-12990002-C4",,,"25","27","Black","Non-Hispanic or Latino","Male","5'59''","170",,"Dark","Brown",,"Black","Short",,"Mustache",,,"Clothing Description: RED COAT,WHITEGREYNIKE SHIRT, BLU JEANS BLK TENNIES Trademark: POSSIBLE NAME JAKORY","2020-11-09 12:28:50.0000000","2020-11-09 12:29:10.0000000"
"093619-2019","2019","093619-2019-01","FS-23990194-F194",,,"30","50","Black",,"Male",,,,,,,,,,,,,,"2019-05-12 18:17:26.0000000","2019-05-12 18:17:28.0000000"
"223148-2015","2015","223148-2015-01",,,,,,,"Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2015-09-26 01:40:39.0000000","2015-09-26 01:40:39.0000000"
"152557-2021","2021","152557-2021-01","MC-99999999-F185",,,"16","20","Black","Non-Hispanic or Latino","Male","5'10''","170",,,,,,,,,,,,"2021-08-27 12:47:01.0000000","2021-08-27 12:47:03.0000000"
"047763-2017","2017","047763-2017-02",,,,"28","32","White",,"Male",,,,,,,,,,,,,,"2017-03-01 17:12:07.0000000","2017-03-01 17:12:07.0000000"
"146784-2019","2019","146784-2019-02","F2-22990002-E6",,,"30","39","White","Hispanic or Latino","Male","5'09''","150","Thin",,,,,,,,,,,"2019-07-22 17:25:28.0000000","2019-07-22 17:25:28.0000000"
"147665-2021","2021","147665-2021-01","MA-22990004-F1",,,"0","0","Black","Non-Hispanic or Latino","Male","5'09''",,"Medium",,,,"Black","Short",,,,,,"2021-08-20 07:46:38.0000000","2021-11-09 14:28:11.0000000"
"052549-2021","2021","052549-2021-06","MB-23990178-K311",,,"20","30","Unknown","Unknown","Male",,,,,,,,,,,,,,"2021-03-28 08:41:18.0000000","2021-03-28 08:41:19.0000000"
"026483-2020","2020","026483-2020-06","F2-12990001-C2",,,"17","99","Black",,"Male",,,,,,,,,,,,,,"2020-02-10 13:39:29.0000000","2020-02-10 13:39:34.0000000"
"093570-2016","2016","093570-2016-01",,,,"22","25","Hispanic or Latino","Hispanic or Latino","Male","6'01''","140","Thin","Light","Brown",,"Blonde","Unknown","Unknown","None","N/A",,"Shirt: BLACK Jacket: HOODIE Pants: BLACK UNIFORM Additional Clothing: DARK HOODIE AND BLACK PANTS","2016-04-20 13:33:23.0000000","2016-04-20 13:33:23.0000000"
"053271-2018","2018","053271-2018-02","F2-13150005-D4",,,"15","18","Black","Non-Hispanic or Latino","Male",,,"Thin","Dark",,,"Black","Medium",,,,,,"2018-03-14 04:59:56.0000000","2018-03-14 04:59:58.0000000"
"040911-2020","2020","040911-2020-01","FS-22990001-E1",,,"20","25","Black",,"Male","5'59''","170",,,,,,,,,,,,"2020-03-01 15:48:12.0000000","2020-03-01 15:48:14.0000000"
"158167-2019","2019","158167-2019-01","F2-12990001-C1",,,"18","30","Black","Non-Hispanic or Latino","Male","5'10''","150","Thin","Dark",,,,,,,,,"Clothing Description: MULTI COLOR JACKET","2019-08-06 00:19:04.0000000","2019-08-06 00:19:06.0000000"
"042086-2018","2018","042086-2018-02","MB-29990042-L99",,,"30","35","Black","Non-Hispanic or Latino","Male","5'09''","160",,,,,,,,,,,"Clothing Description: BLACK HOODIE BLACK PANTS","2018-02-27 11:59:26.0000000","2018-02-27 11:59:36.0000000"
"002747-2017","2017","002747-2017-01",,,,"20","25","Black","Non-Hispanic or Latino","Male","6'00''","180","Thin","Medium",,,,,,,,,"Shirt: WHITE/GRAY Jacket: NONE Pants: DARK PANTS Shoe: UNK Hat: SKI MASK Additional Clothing: SAME AS ABOVE","2017-01-05 02:25:59.0000000","2017-01-05 02:25:59.0000000"
"254567-2017","2017","254567-2017-01",,,,"40","45","White",,"Male",,,,,,,,,,"Beard","White",,"Comments: LONG WHITE BEARD","2017-11-07 14:18:36.0000000","2017-11-07 14:18:36.0000000"
"069126-2020","2020","069126-2020-01","MA-25890003-J76",,,"20","30","Black","Non-Hispanic or Latino","Male","6'02''","165","Muscular","Dark","Brown",,"Black","Shaved",,,,,"Comments: FACEBOOK NAME: DAKOTA DINK JACKSON, FACEBOOK TRUE NAME: JESSIE FLOYD MURPHY#972-703-2294 Clothing Description: GRAY POLO, BLACK PANTS AND RED BALL CAP","2020-04-17 01:45:08.0000000","2021-11-23 10:06:25.0000000"
"226149-2018","2018","226149-2018-01","MC-99999999-F151",,,"45","55","Black",,"Male","5'10''","180","Medium",,"Black",,,,,"Goatee",,,"Clothing Description: BLACK SHIRT WITH GRAY SLEEVES. WHITE/BLUE SAINTS BALL CAP. GRAY PANTS. GRAY GOATEE","2018-10-14 10:19:15.0000000","2018-10-14 10:19:18.0000000"
"076597-2020","2020","076597-2020-01","F2-13150005-D4",,,"0","0","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,"Comments: DAMAGED COMP VEHICLE WITH CROW BAR AND STRUCK COMP IN THE BACK WITH THE CROW BAR CAUSING PAIN.","2020-04-29 22:57:16.0000000","2020-10-06 13:39:08.0000000"
"072496-2020","2020","072496-2020-01","MB-29990042-L99",,,"0","0","White","Hispanic or Latino","Male",,,,,,,,,,,,,,"2020-04-29 17:47:16.0000000","2020-11-19 18:14:10.0000000"
"250775-2017","2017","250775-2017-01",,"DARRYN",,"20","20","Black",,"Male","6'02''","200","Medium","Medium","Unknown",,"Black","Medium","Unknown","None","N/A",,"Shirt: BLACK T SHIRT Jacket: NONE Pants: BLACK GYM SHORTS Shoe: UNK Hat: NONE  Trademark: OFFERUP EMAIL: DISCUSS-901608497@MESSAGE.OFFERUP.COM","2017-11-03 00:01:05.0000000","2017-11-03 00:01:05.0000000"
"108877-2020","2020","108877-2020-01","NA-99999999-W1",,,"17","99","Black",,"Male",,,,,,,,,,,,,,"2020-06-21 12:24:32.0000000","2020-06-21 12:24:35.0000000"
"085600-2020","2020","085600-2020-01","F2-13150005-D4",,,"20","30","Black","Non-Hispanic or Latino","Male",,,,"Light",,,,,,,,,,"2020-05-14 01:24:16.0000000","2020-05-14 01:24:17.0000000"
"223109-2019","2019","223109-2019-01","FS-29990044-L101","ALEXIS",,"17","99","White","Hispanic or Latino","Male",,,,,,,,,,,,,,"2019-11-04 15:57:10.0000000","2019-11-04 15:57:15.0000000"
"238921-2017","2017","238921-2017-01",,,,"38","42","White","Non-Hispanic or Latino","Male","5'11''","200","Medium",,,,"Brown","Long",,,,,"Shirt: GRAY AND BLUE FLANNEL Pants: JEANS Shoe: BOOTS Hat: DARK CAP Additional Clothing: DIRTY","2017-10-19 23:53:35.0000000","2017-10-19 23:53:35.0000000"
