"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","address1","address2","city","state","zip","phonenumber","licenseeffectivedate","licenseexpirationdate","businesstypecode","businesstypecodedesc","specialtycode1","specialtycode1desc","specialtycode2","specialtycode2desc","ubi","primaryprincipalname","statuscode","contractorlicensestatus","contractorlicensesuspenddate"
"APERTURE CONSTRUCTION LLC","APERTCL850OW","CC","CONSTRUCTION CONTRACTOR","7724 238TH Pl SW",,"EDMONDS","WA","98026","2068493862","2015-09-16T00:00:00.000","2023-10-10T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603536728","YAO, ZHANTU","A","ACTIVE",
"ZFC LANDSCAPING LLC","ZFCLALL824O4","CC","CONSTRUCTION CONTRACTOR","18621 BLUEBERRY LANE UNIT B305",,"MONROE","WA","98272","3605037718","2018-09-24T00:00:00.000","2023-01-11T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604327958","FLORES MEDINA, OSCAR RICARDO","A","ACTIVE",
"FIRST CHOICE GUTTER CO","FIRSTCG958OG","CC","CONSTRUCTION CONTRACTOR","PO BOX 820430",,"VANCOUVER","WA","98682","3605715596","2005-09-07T00:00:00.000","2021-10-06T00:00:00.000","C","Corporation","CV","GUTTERS/DOWNSPOUTS",,,"602529345","FISSEL, DEWEY MICHAEL","E","EXPIRED","2021-09-08T00:00:00.000"
"BROWN HAWK CONSTRUCTION LLC","BROWNHC788D2","CC","CONSTRUCTION CONTRACTOR","PO BOX 128",,"TOPPENISH","WA","98948","5099308653","2022-04-12T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604870795","TADENA, KENNETH MARTIN","A","ACTIVE",
"GRAHAM CONTRACTING LTD","GRAHACL080PH","CC","CONSTRUCTION CONTRACTOR","13555 SE 36TH ST  STE 120",,"BELLEVUE","WA","98006","4256913591","1992-10-08T00:00:00.000","2023-10-26T00:00:00.000","C","Corporation","01","GENERAL",,,"601409407","SHERROW, DOUGLAS RICHARD","A","ACTIVE",
"PNW CUSTOM SOLUTIONS LLC","PNWCUCS832O5","CC","CONSTRUCTION CONTRACTOR","15003 125th Ave Ct E",,"PUYALLUP","WA","98374","2532633686","2017-09-25T00:00:00.000","2024-07-14T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604152993","ARNAUTOV, MICHAEL EUGENE","A","ACTIVE",
"ASAP WATER HEATING LLC","ASAPWWH944DM","CC","CONSTRUCTION CONTRACTOR","10121 EVERGREEN WAY STE 25-423",,"EVERETT","WA","98204","4253539091","2006-03-14T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","BG","APPLIANCES/EQUIPMENT",,,"602590547","BENVENUTI, MARK","A","ACTIVE",
"NEWTON ENTERPRISES NW LLC","NEWTOEN011MU","CC","CONSTRUCTION CONTRACTOR","9016 NW 159TH STREET",,"BATTLE GROUND","WA","98604","3609218413","1999-07-31T00:00:00.000","2022-01-10T00:00:00.000","L","Limited Liability Company","BI","CONCRETE",,,"601964358","NEWTON, CHESTER ALLEN SR","E","EXPIRED","2020-08-12T00:00:00.000"
"TC SERVICES LLC","TCSERSL821BS","CC","CONSTRUCTION CONTRACTOR","7028 HELWEG LANE",,"BLAINE","WA","98230","3603891851","2018-01-10T00:00:00.000","2022-01-10T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604204138","Marquart, Michael Wayne","E","EXPIRED","2020-08-12T00:00:00.000"
"QUALITY SOLUTIONS LLC","QUALISL860DM","CC","CONSTRUCTION CONTRACTOR","7852 EAST MAIN STREET",,"PORT ORCHARD","WA","98366","3602691198","2014-03-14T00:00:00.000","2024-04-18T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603380782","STAUSS, ALYCIA MARIE","A","ACTIVE",
"C C CONSTRUCTION","CCCON**110RF","CC","CONSTRUCTION CONTRACTOR","8415 192ND ST SW",,"EDMONDS","WA","98026","4257781433","1989-12-06T00:00:00.000","2023-10-12T00:00:00.000","I","Individual","01","GENERAL",,,"600141783","CLAPP, CARL W","A","ACTIVE",
"DILLON CONSTRUCTION","DILLOC*800BS","CC","CONSTRUCTION CONTRACTOR","187 E. Capital Peak Dr.",,"SHELTON","WA","98584","5038191298","2020-01-10T00:00:00.000","2022-01-10T00:00:00.000","I","Individual","01","GENERAL",,,"604378329","DILLON, GREGORY RYAN","E","EXPIRED","2022-01-02T00:00:00.000"
"DBALL CONTRACTING LLC","DBALLCL820Q1","CC","CONSTRUCTION CONTRACTOR","695 Old Samish Rd",,"BELLINGHAM","WA","98229","3603993354","2018-11-21T00:00:00.000","2022-11-21T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604350957","Ball, Dennis Maurice","S","SUSPENDED","2021-10-26T00:00:00.000"
"EXCEL HOME REPAIRS","EXCELHR808BS","CC","CONSTRUCTION CONTRACTOR","410 W MILL PLAIN BLVD #426",,"VANCOUVER","WA","98660","3607215503","2020-01-10T00:00:00.000","2022-01-10T00:00:00.000","I","Individual","01","GENERAL",,,"604564937","THURSTON, SHIRLEY MAE","E","EXPIRED","2022-01-10T00:00:00.000"
"MY GUY","MYGUYG*791NS","CC","CONSTRUCTION CONTRACTOR","32650 STATE ROUTE 20","STE BLO2 PMB 248","OAK HARBOR","WA","98277","3605046606","2021-07-16T00:00:00.000","2023-07-16T00:00:00.000","I","Individual","01","GENERAL",,,"604552554","SUNDOWN, STEPHEN THOMAS","A","ACTIVE",
"FENNER CONSTRUCTION LLC","FENNECL793JW","CC","CONSTRUCTION CONTRACTOR","4905 Mission Rd",,"BELLINGHAM","WA","98226","3603126594","2021-04-16T00:00:00.000","2023-04-16T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604734121","Fenner, Jarrod Michael","A","ACTIVE",
"SPOKANE CUSTOM FLOORS LLC","SPOKACF831NH","CC","CONSTRUCTION CONTRACTOR","10022 N IVANHOE",,"SPOKANE","WA","99218","5094995972","2017-08-08T00:00:00.000","2019-08-08T00:00:00.000","L","Limited Liability Company","RE","Tile, Ceramic, Mosaic, Natural and MFG Stone",,,"604140769","YAMAMOTO, RUSSELL AARON","O","OUT OF BUSINESS","2019-07-26T00:00:00.000"
"WILBURTON OFFICE LLC","WILBUOL807CE","CC","CONSTRUCTION CONTRACTOR","11624 SE 5TH ST","SUITE 210","BELLEVUE","WA","98005","4255592300","2020-02-05T00:00:00.000","2024-02-05T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"601839331","GOW, JEFFERY D","A","ACTIVE",
"NICHOLS DRYWALL","NICHOD*126CH","CC","CONSTRUCTION CONTRACTOR","PO BOX 3335",,"PASCO","WA","99302","5095458052","1988-02-08T00:00:00.000","2023-02-08T00:00:00.000","I","Individual","01","GENERAL",,,"601067596","NICHOLS, VERNON R JR","A","ACTIVE",
"SNOOPS PLUMBING LLC","SNOOPPL817BB","CC","CONSTRUCTION CONTRACTOR","1530 INDEX AVE NE",,"RENTON","WA","98056","4257898206","2019-01-02T00:00:00.000","2023-01-16T00:00:00.000","L","Limited Liability Company","AD","PLUMBING",,,"604374500","JONES, RYAN THOMAS","R","RE-LICENSED",
"FULCRUM DEVELOPMENT CORP INC","FULCRDC803QZ","CC","CONSTRUCTION CONTRACTOR","607 SOUTH SHERIDAN AVE",,"TACOMA","WA","98405","2538447866","2020-11-12T00:00:00.000","2022-11-12T00:00:00.000","C","Corporation","01","GENERAL",,,"604552701","KEYS, SHELTON III","S","SUSPENDED","2021-10-26T00:00:00.000"
"DADZ ELECTRICAL SERVICE LLC","DADZEES824B4","EC","ELECTRICAL CONTRACTOR","8978 48TH PL WEST",,"MUKILTEO","WA","98275","4258708109","2018-01-24T00:00:00.000","2024-01-24T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604211135","ZARATE, MATTHEW L","A","ACTIVE",
"CR PLUMBING","CRPLUP*796O3","PC","PLUMBING CONTRACTOR","13307 SE 18TH PL",,"RENTON","WA","98058","4255337351","2021-10-06T00:00:00.000","2023-10-06T00:00:00.000","I","Individual","01","JOURNEY LEVEL",,,"602636569","ROGERS, JAMES CHRISTOPHER","A","ACTIVE",
"ANTONIO HERNANDEZ CONST LLC","ANTONHC958DG","CC","CONSTRUCTION CONTRACTOR","po box 920",,"VASHON","WA","98070","2064636699","2005-03-07T00:00:00.000","2022-01-10T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602455044","RODRIQUEZ, ANTONIO HERNANDEZ","E","EXPIRED","2020-03-02T00:00:00.000"
"PROPLUMB LLC","PROPLL*912PW","CC","CONSTRUCTION CONTRACTOR","24231 115TH PL SE",,"KENT","WA","98030","2063358855","2009-10-16T00:00:00.000","2021-10-26T00:00:00.000","L","Limited Liability Company","AD","PLUMBING",,,"602957327","YEROKHIN, PETR VLADIMIROVICH","R","RE-LICENSED",
"LUND CUSTOM INTERIORS","LUNDCCI852PL","CC","CONSTRUCTION CONTRACTOR","25115 157th st ct east",,"Buckley","WA","98321","2533124993","2015-10-13T00:00:00.000","2021-02-05T00:00:00.000","I","Individual","SB","Cabinets, Millwork and Finish Carpentry",,,"601993644","LUND, GREGORY ALLYN","E","EXPIRED",
"WOMACK PLUMBING INC","WOMACPI797NB","PC","PLUMBING CONTRACTOR","6104 NE 159TH STREET",,"VANCOUVER","WA","98686","3607982521","2021-10-06T00:00:00.000","2023-10-06T00:00:00.000","C","Corporation","01","JOURNEY LEVEL",,,"601405810","WOMACK, SEAN CHRISTO","A","ACTIVE",
"OMAK MACHINE SHOP INC","OMAKMMS784DD","PC","PLUMBING CONTRACTOR","PO BOX 1625",,"OMAK","WA","98841","5098261030","2022-03-04T00:00:00.000","2024-03-04T00:00:00.000","C","Corporation","03","PUMP & IRRIGATION",,,"600160750","Apple, Daryn Kip","A","ACTIVE",
"ECC HANDYMAN SERVICES","ECCHAHS801RM","CC","CONSTRUCTION CONTRACTOR","4904 81ST PL SW UNIT 204",,"MUKILTEO","WA","982752651","4259546679","2021-01-04T00:00:00.000","2023-01-04T00:00:00.000","C","Corporation","01","GENERAL",,,"604676559","EILAND, EDWARD J","R","RE-LICENSED",
"ADVANCED GAS PIPING LLC","ADVANGP798PG","CC","CONSTRUCTION CONTRACTOR","24505 94TH AVE E",,"GRAHAM","WA","98338","2532397208","2021-10-07T00:00:00.000","2023-10-07T00:00:00.000","L","Limited Liability Company","AC","BOILER/STEAM FIT/PROC PIPING",,,"604790476","SETZER, MICHAEL EDWARD","A","ACTIVE",
"Gordy Bagnell Trucking Inc","GORDYBT915O4","CC","CONSTRUCTION CONTRACTOR","PO BOX 11700",,"OLYMPIA","WA","98508","3605819995","2009-09-24T00:00:00.000","2023-10-07T00:00:00.000","C","Corporation","01","GENERAL",,,"602381277","Bagnell, Gordon A","A","ACTIVE",
"Krassin Electrical Co LLC","KRASSEC897PG","EC","ELECTRICAL CONTRACTOR","PO Box 940",,"EVERETT","WA","98206","4253392391","2011-10-10T00:00:00.000","2023-10-10T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603144467","Krassin, Daniel M","A","ACTIVE",
"Mr Concrete","MRCON**894LZ","CC","CONSTRUCTION CONTRACTOR","PO BOX 309",,"Carnation","WA","98014","4258833889","2011-06-09T00:00:00.000","2023-10-07T00:00:00.000","C","Corporation","BI","CONCRETE",,,"601527925","KISSINGER, JOHN PHOENIX","A","ACTIVE",
"SANDOVAL PAINTING, LLC","SANDOPL784ML","CC","CONSTRUCTION CONTRACTOR","12630 84TH AVE S",,"SEATTLE","WA","98178","2064131227","2022-07-13T00:00:00.000","2024-07-13T00:00:00.000","L","Limited Liability Company","CB","PAINTING/WALLCOVERING",,,"604539965","SANDOVAL HERNANDEZ, HERNAN","A","ACTIVE",
"AD SOLUTIONS NW LLC","ADSOLSN800PW","CC","CONSTRUCTION CONTRACTOR","16308 B STREET E TRL 1",,"TACOMA","WA","98445","2533535527","2020-11-03T00:00:00.000","2022-11-03T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604637368","DIAZ, ANGEL CHANELL","S","SUSPENDED","2022-01-10T00:00:00.000"
"PUGET SOUND PAINTING SLTNS LLC","PUGETSP818PZ","CC","CONSTRUCTION CONTRACTOR","5321 130TH PL NE",,"MARYSVILLE","WA","98271","2067136923","2019-10-09T00:00:00.000","2023-10-09T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604516947","BIRD, ALLAN DAVID","A","ACTIVE",
"ROMAN BLYSHCHYK","ROMANB*810PN","CC","CONSTRUCTION CONTRACTOR","12110 SE 312TH ST APT H301",,"AUBURN","WA","98092","2532636670","2019-10-15T00:00:00.000","2023-10-15T00:00:00.000","I","Individual","RE","Tile, Ceramic, Mosaic, Natural and MFG Stone",,,"604510096","BLYSHCHYK, ROMAN","A","ACTIVE",
"RAFE'S JOBS","RAFESJ*821RO","CC","CONSTRUCTION CONTRACTOR","10907 E Sinto",,"SPOKANE VALLEY","WA","99206","5098288151","2018-12-20T00:00:00.000","2023-10-07T00:00:00.000","I","Individual","SB","Cabinets, Millwork and Finish Carpentry",,,"604335850","Sarquilla, Raphael Michael","A","ACTIVE",
"N-VITALI CONSTRUCTION","NVITAC*860MS","CC","CONSTRUCTION CONTRACTOR","33711 VISTA POINT LN",,"DEER PARK","WA","99006","5092624145","2014-07-10T00:00:00.000","2024-07-10T00:00:00.000","I","Individual","SL","Framing and Rough Carpentry",,,"603418483","NAZARENKO, VITALIY V","A","ACTIVE",
"PAT JOSTIES EXCAVATING","PATJOE*132LA","CC","CONSTRUCTION CONTRACTOR","20315 SE 384TH ST",,"AUBURN","WA","980929754","2537354989","1987-06-01T00:00:00.000","2023-10-30T00:00:00.000","I","Individual","SI","Excavation, Grading and Land Clearing",,,"275006204","JOSTIES, PATRICK EDWARD","A","ACTIVE",
"METHOW VALLEY INDUSTRIAL LLC","METHOVI972NG","CC","CONSTRUCTION CONTRACTOR","P O BOX 978",,"TWISP","WA","98856","5099977777","2003-10-28T00:00:00.000","2023-11-15T00:00:00.000","L","Limited Liability Company","RI","Welding and Ornamental Metal",,,"602180249","EDSON, LEONE CAROL","A","ACTIVE",
"LOCKEN PAINTING & DECORATING","LOCKEPD949PC","CC","CONSTRUCTION CONTRACTOR","220 N 3 AVE SW",,"TUMWATER","WA","98512","3603527781","2006-10-03T00:00:00.000","2023-10-07T00:00:00.000","I","Individual","CB","PAINTING/WALLCOVERING",,,"601217037","LOCKEN, DAVID LESLIE","A","ACTIVE",
"DEREK THOMPSON CONST INC","DEREKTC842JK","CC","CONSTRUCTION CONTRACTOR","30189 SE WHEELER RD",,"BORING","OR","97009","5036639949","2016-04-12T00:00:00.000","2023-10-07T00:00:00.000","C","Corporation","SL","Framing and Rough Carpentry",,,"602625332","THOMPSON, DEREK LEE","A","ACTIVE",
"EXTERIOR CLEANING SOLUTIONS","EXTERCS796PG","CC","CONSTRUCTION CONTRACTOR","4904 81ST PL SW",,"MUKILTEO","WA","98275","4255858024","2021-10-07T00:00:00.000","2023-10-07T00:00:00.000","C","Corporation","01","GENERAL",,,"604676559","EILAND, EDWARD J","A","ACTIVE",
"GARDYNE DESIGN LLC","GARDYDL814MP","CC","CONSTRUCTION CONTRACTOR","14428 SW Pohl Rd",,"VASHON ISLAND","WA","98070","5035054143","2019-07-17T00:00:00.000","2023-10-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604464371","GARDYNE, DAMON ROBERT","A","ACTIVE",
"PRO DEVELOPMENT LLC","PRODEDL824CZ","CC","CONSTRUCTION CONTRACTOR","37308 19TH PL S",,"FEDERAL WAY","WA","98003","2533438796","2018-02-09T00:00:00.000","2024-03-04T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604217442","OBOZNYY, MAKSIM PETROVICH","A","ACTIVE",
"NORTHWEST MECHANICAL GROUP LLC","NORTHMG928MC","CC","CONSTRUCTION CONTRACTOR","1250 NW 3rd Avenue",,"CANBY","OR","97013","5036524444","2008-07-03T00:00:00.000","2024-07-06T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602843221","HOWARD, CHRIS MICHAEL","A","ACTIVE",
"BENCHMARK COMMUNITIES LLC","BENCHCL877KC","CC","CONSTRUCTION CONTRACTOR","20000 North Creek Pkwy, Suite 201",,"Bothell","WA","98011","6614876080","2013-05-03T00:00:00.000","2023-05-03T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603291987","BENNETT, WESLEY ALLEN","A","ACTIVE",
"BRANT WATSON PAINTING & RSTRTN","BRANTWP123LL","CC","CONSTRUCTION CONTRACTOR","5710 S W ADMIRAL",,"SEATTLE","WA","98116","2069320735","1988-06-13T00:00:00.000","2023-10-07T00:00:00.000","I","Individual","CB","PAINTING/WALLCOVERING",,,"601089104","WATSON, BRANT NEWLIN","A","ACTIVE",
"A-ACTION GROUP UTILITIES INC","AACTIGU990OM","CC","CONSTRUCTION CONTRACTOR","620 93rd ave se",,"OLYMPIA","WA","98501","3608704970","2002-04-02T00:00:00.000","2024-05-14T00:00:00.000","C","Corporation","01","GENERAL",,,"602141703","POTTER, BENNETT F","A","ACTIVE",
"316 INSULATION LLC","316INIL832PK","CC","CONSTRUCTION CONTRACTOR","Mailing Address","22510 SE 436TH ST","ENUMCLAW","WA","98022","2533327606","2017-10-12T00:00:00.000","2023-10-25T00:00:00.000","L","Limited Liability Company","SO","Insulation and Acoustical",,,"603577989","SPIES, KENT DOUGLAS","A","ACTIVE",
"GONZALEZ EMPIRE PROPERTIES LLC","GONZAEP830PS","CC","CONSTRUCTION CONTRACTOR","10708 ROCKSTROM RD",,"YAKIMA","WA","98903","5094066335","2017-10-10T00:00:00.000","2023-11-14T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604090511","QUINTERO, YOLANDA VANESSA","A","ACTIVE",
"PRECISION MAINTENANCE","PRECIM*799K4","CC","CONSTRUCTION CONTRACTOR","5831 207TH PL SW",,"LYNNWOOD","WA","98036","4259319412","2021-10-07T00:00:00.000","2023-10-07T00:00:00.000","I","Individual","HM","HANDYMAN",,,"604682303","HARRINGTON, KEVIN MICHAEL","A","ACTIVE",
"SERRA DEVELOPMENT LLC","SERRADL866NM","CC","CONSTRUCTION CONTRACTOR","20600 NE 185th ST",,"Brush Prairie","WA","98606","5039360327","2014-08-14T00:00:00.000","2020-08-14T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602796888","SERRA, JAMES HENRY","E","EXPIRED","2019-10-17T00:00:00.000"
"CUTTING EDGE SERVIC LLC","CUTTIES797PG","CC","CONSTRUCTION CONTRACTOR","20227 80TH AVE NE","#40","ARLINGTON","WA","98223","4252688286","2021-10-07T00:00:00.000","2023-10-07T00:00:00.000","L","Limited Liability Company","CB","PAINTING/WALLCOVERING",,,"604741503","CRUZ, JUAN L","A","ACTIVE",
"Paint & More LLC","PAINTML793PF","CC","CONSTRUCTION CONTRACTOR","232 Joyce Pl",,"YAKIMA","WA","98908","5099419806","2021-10-06T00:00:00.000","2023-10-06T00:00:00.000","L","Limited Liability Company","CB","PAINTING/WALLCOVERING",,,"604808857","Billings, Trevor James","A","ACTIVE",
"R L BUSH CONSTRUCTION","RLBUSC*241M6","CC","CONSTRUCTION CONTRACTOR","441 LAKE LOUISE DR SW",,"LAKEWOOD","WA","984983149","2533813528","1976-07-26T00:00:00.000","2023-10-28T00:00:00.000","I","Individual","01","GENERAL",,,"600196407","BUSH, ROBERT L","A","ACTIVE",
"HYTTE HOMES LLC","HYTTEHL872NH","CC","CONSTRUCTION CONTRACTOR","14851 Jefferson Street",,"Anacortes","WA","98221","4252390886","2013-08-08T00:00:00.000","2023-10-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603318689","FRESONKE, HENRY JAMES","A","ACTIVE",
"K & K ASPHALT","KKASP**088QW","CC","CONSTRUCTION CONTRACTOR","2103 HARRISON AVE NW 2691",,"OLYMPIA","WA","98502","3604386292","1992-11-16T00:00:00.000","2023-11-06T00:00:00.000","I","Individual","SS","Paving/ Striping/ Seal Coating",,,"601255927","KASHANI, KHOSROW","A","ACTIVE",
"VALLEY CARPENTRY","VALLEC*903LC","CC","CONSTRUCTION CONTRACTOR","12908 2nd Ave Ct E",,"TACOMA","WA","98445","2533261588","2010-06-03T00:00:00.000","2022-06-04T00:00:00.000","I","Individual","01","GENERAL",,,"603016171","JONES, CHRISTOPHER LEE","O","OUT OF BUSINESS",
"PBS ENGNRNG & ENVRNMNTL INC","PBSENEE885R7","CC","CONSTRUCTION CONTRACTOR","4412 SW CORBETT AVE",,"PORTLAND","OR","97239","5032481939","2013-03-14T00:00:00.000","2023-03-26T00:00:00.000","C","Corporation","01","GENERAL",,,"601152088","NEAL, GUY MARTIN","A","ACTIVE",
"HOLLENBECK EXCAVATING LLC","HOLLEEL848KZ","CC","CONSTRUCTION CONTRACTOR","23509 N MCDONALD ROAD",,"PROSSER","WA","99350","5098321747","2016-05-09T00:00:00.000","2024-07-13T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603611993","HOLLENBECK, ADAM TERRY","A","ACTIVE",
"LORN COATINGS LLC","LORNCCL792BH","CC","CONSTRUCTION CONTRACTOR","PO BOX 24394",,"FEDERAL WAY","WA","98093","2537378845","2021-01-08T00:00:00.000","2023-01-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604664092","LORN, CHONA J","A","ACTIVE",
"BALANCE POINT LLC","BALANPL801Q1","CC","CONSTRUCTION CONTRACTOR","522 EDISON ST SE",,"OLYMPIA","WA","98501","3603381130","2020-10-27T00:00:00.000","2022-10-27T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604539546","LAVELLE, BRIAN KIERAN","A","ACTIVE",
"HHS CONSTRUCTION LLC","HHSCOCL793L9","CC","CONSTRUCTION CONTRACTOR","2042 S GROVE AVE",,"ONTARIO","CA","91761","9093933322","2021-08-24T00:00:00.000","2023-08-24T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604750100","BEANS JR, WILLIAM SULLIVAN","A","ACTIVE",
"SOUND HEATING & COOLING LLC","SOUNDHC792O8","CC","CONSTRUCTION CONTRACTOR","9074 ILLAHEE RD NE",,"BREMERTON","WA","98311","3609007894","2021-10-05T00:00:00.000","2023-10-05T00:00:00.000","L","Limited Liability Company","SM","Heating/Vent/Air-Conditioning and Refrig (HVAC/R)",,,"604805755","HAYES, PAUL-MICHAEL DAN","A","ACTIVE",
"ENERGY SOLUTIONS ID INC","ENERGSI968BL","EC","ELECTRICAL CONTRACTOR","310 S PINEWOOD DR",,"POST FALLS","ID","83854","2086594199","2003-12-29T00:00:00.000","2023-12-29T00:00:00.000","C","Corporation","01","GENERAL",,,"602274331","MOYER, JOHN P","A","ACTIVE",
"CR BUILDING DESIGNS","CRBUIBD810PJ","CC","CONSTRUCTION CONTRACTOR","7515 N LAURELHURST DR",,"SPOKANE","WA","99208","5099537159","2019-10-11T00:00:00.000","2023-10-11T00:00:00.000","I","Individual","01","GENERAL",,,"604514260","Bell, David Vincent","A","ACTIVE",
"T & J'S PLUMBING CONNECTN LLC","TJSPLJP794OS","PC","PLUMBING CONTRACTOR","1212 E 60TH ST",,"TACOMA","WA","98404","2067141139","2021-08-31T00:00:00.000","2023-08-31T00:00:00.000","L","Limited Liability Company","01","JOURNEY LEVEL",,,"603115241","Branton, Anthony Sherone","A","ACTIVE",
"LIBBY BUILDERS INC","LIBBYBI999PP","CC","CONSTRUCTION CONTRACTOR","PO BOX 1508",,"MAPLE VALLEY","WA","98038","2062930148","2001-10-17T00:00:00.000","2023-10-29T00:00:00.000","C","Corporation","01","GENERAL",,,"602137191","LIBBY, GUY R","A","ACTIVE",
"NEW ERA TEK","NEWERET945R1","EC","ELECTRICAL CONTRACTOR","630 N 18TH PL",,"RIDGEFIELD","WA","98642","3608873876","2006-12-21T00:00:00.000","2022-12-21T00:00:00.000","I","Individual","09",,,,"602064678","LACHAINE, BRYAN D","A","ACTIVE",
"FOUNDATION KING OF OREGON INC","FOUNDKO782JN","CC","CONSTRUCTION CONTRACTOR","412 E MOUNTAIN VIEW COURT",,"NEWBERG","OR","97132","5034375457","2022-04-22T00:00:00.000","2024-04-22T00:00:00.000","C","Corporation","01","GENERAL",,,"604898811","TWENGE, JEFFREY DALE","A","ACTIVE",
"VICTOR CARPET SERVICE","VICTOCS853MZ","CC","CONSTRUCTION CONTRACTOR","1206 118TH PL SW",,"EVERETT","WA","98204","4257700592","2015-07-09T00:00:00.000","2023-10-09T00:00:00.000","I","Individual","SK","Floor Covering and Counter Tops",,,"603522233","PEREZ CORONADO, VICTOR","A","ACTIVE",
"MYKOL PUMP & DRILLING INC","MYKOLPD980KC","EC","ELECTRICAL CONTRACTOR","6110 PUGET BEACH RD NE",,"OLYMPIA","WA","98516","3604913820","2008-04-30T00:00:00.000","2022-05-04T00:00:00.000","C","Corporation","3A","Domestic Pump","91",,"602168365","DOUGHTY, ARTHUR E","R","RE-LICENSED",
"LINDBERG CONSTRUCTION","LINDBC*941QH","CC","CONSTRUCTION CONTRACTOR","101 FORBES LANE",,"CLE ELUM","WA","98922","5096990124","2006-11-06T00:00:00.000","2023-11-06T00:00:00.000","I","Individual","01","GENERAL",,,"601480056","LINDBERG, ROBERT K","A","ACTIVE",
"CUTTING EDGE PLMB & MECH INC","CUTTIEP895P1","CC","CONSTRUCTION CONTRACTOR","1104 N 12TH AVE",,"WALLA WALLA","WA","99362","5095250557","2011-11-01T00:00:00.000","2023-11-01T00:00:00.000","C","Corporation","01","GENERAL",,,"601625827","KNOWLES, DAVID O","A","ACTIVE",
"MEGAPIXEL SIGNS & DESIGN INC","MEGAPSD813PT","CC","CONSTRUCTION CONTRACTOR","1392 W PINE ST #102",,"WALLA WALLA","WA","99362","5095930078","2019-10-30T00:00:00.000","2023-10-30T00:00:00.000","C","Corporation","01","GENERAL",,,"604400472","GIRALDO PINZON, JHON HENRRY","A","ACTIVE",
